snr_db,sigma_step_hz,trial_index,trajectory_seed,noise_seed,decoded_success,decoded_message,reported_snr,reported_drift,reported_frequency,max_abs_frequency_hz,frequency_rms_hz,frequency_peak_to_peak_hz,max_abs_phase_rad,phase_rms_rad,phase_peak_to_peak_rad,final_phase_rad,fitted_constant_hz,fitted_linear_coefficient,runtime_seconds
-30.5,0.02,97,2026200597,2026110697,1,K1ABC FN42 33,-30,0,10.140200,0.15677634979572913,0.07668661486276751,0.3035367949912207,11.465071581926058,7.6212758409141435,22.373589148920438,-5.217441062521644e-14,-0.004918947274849432,0.05862230031010548,0.1555619230002776
-30.5,0.02,96,2026200596,2026110696,1,K1ABC FN42 33,-30,0,10.140200,0.136094222969885,0.04871832096990151,0.24301779861048456,5.210445634248648,2.6438776148953034,10.283564115812444,1.1490201151653778e-13,-0.20487353633635266,-0.24151710710706484,0.246300541999517
-30.5,0.02,99,2026200599,2026110699,1,K1ABC FN42 33,-29,0,10.140200,0.15109887006365053,0.06620796825169724,0.2928392862915452,10.51967268322829,5.823178718175534,18.815218459753062,5.35757202491105e-13,-0.11742470501086477,-0.07454103589121866,0.051995054998769774
-30.5,0.02,95,2026200595,2026110695,0,,,,,0.1820819043352097,0.07236110168929259,0.3355518081410447,9.656177601284458,4.746131077172772,16.452685405167205,3.753768129666213e-14,0.1231055645271525,0.1662230386663132,0.44030248899980506
-30.5,0.02,98,2026200598,2026110698,1,K1ABC FN42 33,-30,0,10.140200,0.17957703094665295,0.06572903628858906,0.32166025592898784,9.082882470972072,5.891365173952887,16.95980707534217,1.4978842818869076e-12,0.2175014326437969,0.1127668268493843,0.31106622600054834
-30.5,0.02,100,2026200600,2026110700,1,K1ABC FN42 33,-31,0,10.140200,0.11491541952069975,0.04706273824942376,0.21636104473377582,5.782933290749824,3.1384562169332346,10.303890296699642,-2.017760958317183e-13,-0.16921217818759798,-0.14071503140458141,0.2526030640001409
-30.5,0.02,101,2026200601,2026110701,1,K1ABC FN42 33,-29,0,10.140200,0.19583433601812836,0.07098060260433495,0.30827540097136585,10.189601157273598,4.940848854278955,16.610102883506826,-1.0535357308771864e-12,-0.3174976280138401,-0.1327192672117034,0.33023751199834805
-30.5,0.02,103,2026200603,2026110703,1,K1ABC FN42 33,-31,0,10.140200,0.10465329892415189,0.051588632293806114,0.18291282526559743,7.079916398032074,3.7502071865186277,12.668897673532882,-2.4461845309770025e-13,0.08900845850704116,0.13661980312520708,0.1685116429998743
-30.5,0.02,104,2026200604,2026110704,1,K1ABC FN42 33,-30,0,10.140200,0.1289942822821286,0.05185528611232261,0.24045506206996922,7.726462482444082,4.15867158982349,12.724351919527646,7.730725781751602e-13,-0.06603360317097248,-0.13836131091388462,0.241624235000927
-30.5,0.02,102,2026200602,2026110702,0,,,,,0.1576330399031046,0.06965096047794694,0.30740634236460057,8.356111227172539,5.171094143920198,16.664055969716287,7.253095693493528e-13,0.09021854621252845,0.09434647803651766,0.5233311440006219
-30.5,0.02,107,2026200607,2026110707,1,K1ABC FN42 33,-30,0,10.140200,0.21352611200506397,0.07373611844807489,0.4005349324798031,10.19677209025526,6.677017492393394,20.195200214238156,-4.391305027939829e-13,0.2805256732058135,0.06699956120074954,0.256314205000308
