source_dataset,trajectory_family,trajectory_id,trajectory_identity,snr_db,seed,trajectory_seed,noise_seed,trial_index,decoded_success,max_abs_frequency_hz,frequency_rms_hz,max_abs_phase_rad,phase_rms_rad,first_difference_rms_hz,total_variation_hz,second_difference_rms_hz,normalized_first_difference_rms,normalized_second_difference_rms,snr_c
deterministic,thermal_tau120,thermal_tau120_A0.50,thermal_tau120_A0.50,-30.0,2026100295,,2026100295,95,1,0.4999999999999992,0.20841893081844248,31.91875534255751,22.287700226761842,0.01001394552552222,1.3829951459584935,0.00022383549775611557,0.048047197470010766,0.0010739691297577125,0.5
deterministic,thermal_tau120,thermal_tau120_A0.50,thermal_tau120_A0.50,-30.0,2026100291,,2026100291,91,0,0.4999999999999992,0.20841893081844248,31.91875534255751,22.287700226761842,0.01001394552552222,1.3829951459584935,0.00022383549775611557,0.048047197470010766,0.0010739691297577125,0.5
deterministic,thermal_tau120,thermal_tau120_A0.50,thermal_tau120_A0.50,-30.0,2026100296,,2026100296,96,1,0.4999999999999992,0.20841893081844248,31.91875534255751,22.287700226761842,0.01001394552552222,1.3829951459584935,0.00022383549775611557,0.048047197470010766,0.0010739691297577125,0.5
deterministic,thermal_tau120,thermal_tau120_A0.50,thermal_tau120_A0.50,-30.0,2026100298,,2026100298,98,1,0.4999999999999992,0.20841893081844248,31.91875534255751,22.287700226761842,0.01001394552552222,1.3829951459584935,0.00022383549775611557,0.048047197470010766,0.0010739691297577125,0.5
deterministic,thermal_tau120,thermal_tau120_A0.50,thermal_tau120_A0.50,-30.0,2026100297,,2026100297,97,0,0.4999999999999992,0.20841893081844248,31.91875534255751,22.287700226761842,0.01001394552552222,1.3829951459584935,0.00022383549775611557,0.048047197470010766,0.0010739691297577125,0.5
deterministic,thermal_tau120,thermal_tau120_A0.50,thermal_tau120_A0.50,-30.0,2026100293,,2026100293,93,0,0.4999999999999992,0.20841893081844248,31.91875534255751,22.287700226761842,0.01001394552552222,1.3829951459584935,0.00022383549775611557,0.048047197470010766,0.0010739691297577125,0.5
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110200,,2026110200,0,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau120,thermal_tau120_A0.50,thermal_tau120_A0.50,-30.0,2026100299,,2026100299,99,0,0.4999999999999992,0.20841893081844248,31.91875534255751,22.287700226761842,0.01001394552552222,1.3829951459584935,0.00022383549775611557,0.048047197470010766,0.0010739691297577125,0.5
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110201,,2026110201,1,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110202,,2026110202,2,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110204,,2026110204,4,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110205,,2026110205,5,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110203,,2026110203,3,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110206,,2026110206,6,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110208,,2026110208,8,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110207,,2026110207,7,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110209,,2026110209,9,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110213,,2026110213,13,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110210,,2026110210,10,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110211,,2026110211,11,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110212,,2026110212,12,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110216,,2026110216,16,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110217,,2026110217,17,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110214,,2026110214,14,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110219,,2026110219,19,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110215,,2026110215,15,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110220,,2026110220,20,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110222,,2026110222,22,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110218,,2026110218,18,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110224,,2026110224,24,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110223,,2026110223,23,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110225,,2026110225,25,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110221,,2026110221,21,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110226,,2026110226,26,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110230,,2026110230,30,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110229,,2026110229,29,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110228,,2026110228,28,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110227,,2026110227,27,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110231,,2026110231,31,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110232,,2026110232,32,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110233,,2026110233,33,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110236,,2026110236,36,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110234,,2026110234,34,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110239,,2026110239,39,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110238,,2026110238,38,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110237,,2026110237,37,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110235,,2026110235,35,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110242,,2026110242,42,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110240,,2026110240,40,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110245,,2026110245,45,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110241,,2026110241,41,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110243,,2026110243,43,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110244,,2026110244,44,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110246,,2026110246,46,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110247,,2026110247,47,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110249,,2026110249,49,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110250,,2026110250,50,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110253,,2026110253,53,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110248,,2026110248,48,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110255,,2026110255,55,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110252,,2026110252,52,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110251,,2026110251,51,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110254,,2026110254,54,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110256,,2026110256,56,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110259,,2026110259,59,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110258,,2026110258,58,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110260,,2026110260,60,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110263,,2026110263,63,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110257,,2026110257,57,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110262,,2026110262,62,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110261,,2026110261,61,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110267,,2026110267,67,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110264,,2026110264,64,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110269,,2026110269,69,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110270,,2026110270,70,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110265,,2026110265,65,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110266,,2026110266,66,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110271,,2026110271,71,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110268,,2026110268,68,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110272,,2026110272,72,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110273,,2026110273,73,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110274,,2026110274,74,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110275,,2026110275,75,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110278,,2026110278,78,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110276,,2026110276,76,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110281,,2026110281,81,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110277,,2026110277,77,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110283,,2026110283,83,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110279,,2026110279,79,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110282,,2026110282,82,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110284,,2026110284,84,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110280,,2026110280,80,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110286,,2026110286,86,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110289,,2026110289,89,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110285,,2026110285,85,0,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
deterministic,thermal_tau30,thermal_tau30_A0.25,thermal_tau30_A0.25,-30.5,2026110288,,2026110288,88,1,0.24999999999999983,0.08215075237464613,13.118264357090073,8.475951930527831,0.00452845873664887,0.5559109931341946,0.00014514018891460158,0.055123764612610794,0.0017667542258492529,0.0
