message,callsign,grid,power,condition,snr_db,linear_drift_hz,quadratic_residual_hz,trial_index,noise_seed,decoded_success,decoded_message,reported_snr,reported_drift,runtime_seconds
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,2,2026102002,1,K1ABC FN42 33,-31,0,0.2517658039999997
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,3,2026102003,1,K1ABC FN42 33,-31,0,0.2657430069999993
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,0,2026102000,1,K1ABC FN42 33,-32,0,0.29962455799999965
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,6,2026102006,1,K1ABC FN42 33,-31,0,0.14509254799999916
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,1,2026102001,0,,,,0.45569966300000075
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,5,2026102005,1,K1ABC FN42 33,-32,0,0.2940186259999997
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,7,2026102007,1,K1ABC FN42 33,-31,0,0.29318251600000167
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,4,2026102004,0,,,,0.5395782950000001
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,8,2026102008,0,,,,0.5443898629999993
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,9,2026102009,0,,,,0.43705361400000164
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,12,2026102012,0,,,,0.040738728999999196
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,10,2026102010,1,K1ABC FN42 33,-30,0,0.3328907129999994
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,11,2026102011,0,,,,0.526470818
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,15,2026102015,1,K1ABC FN42 33,-31,0,0.2660053649999998
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,13,2026102013,0,,,,0.5106455519999997
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,14,2026102014,0,,,,0.5237563910000009
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,16,2026102016,1,K1ABC FN42 33,-31,0,0.25975349999999864
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,17,2026102017,0,,,,0.4183186990000003
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,18,2026102018,1,K1ABC FN42 33,-31,0,0.2445313819999999
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,19,2026102019,1,K1ABC FN42 33,-31,0,0.23471083399999948
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,22,2026102022,1,K1ABC FN42 33,-32,0,0.140904162
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,20,2026102020,1,K1ABC FN42 33,-33,0,0.3321667599999998
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,24,2026102024,0,,,,0.038579353999999455
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,21,2026102021,1,K1ABC FN42 33,-32,0,0.23827197199999972
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,23,2026102023,1,K1ABC FN42 33,-32,0,0.31979553999999943
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,25,2026102025,1,K1ABC FN42 33,-31,0,0.24158288599999977
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,26,2026102026,0,,,,0.4164698369999993
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,28,2026102028,1,K1ABC FN42 33,-30,0,0.24489818099999994
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,27,2026102027,0,,,,0.49261847599999875
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,29,2026102029,0,,,,0.4023713870000005
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,31,2026102031,1,K1ABC FN42 33,-30,0,0.22479100900000049
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,30,2026102030,1,K1ABC FN42 33,-32,0,0.22597936900000093
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,32,2026102032,1,K1ABC FN42 33,-32,0,0.26055896899999986
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,34,2026102034,1,K1ABC FN42 33,-31,0,0.25828428300000006
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,35,2026102035,1,K1ABC FN42 33,-31,0,0.29534629700000004
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,33,2026102033,0,,,,0.5212549049999993
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,38,2026102038,1,K1ABC FN42 33,-31,0,0.23137751400000006
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,37,2026102037,1,K1ABC FN42 33,-30,0,0.3301571499999998
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,36,2026102036,0,,,,0.4951493559999989
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,40,2026102040,1,K1ABC FN42 33,-30,0,0.26628718799999973
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,39,2026102039,1,K1ABC FN42 33,-31,0,0.3178947179999998
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,43,2026102043,0,,,,0.047936084999999906
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,44,2026102044,1,K1ABC FN42 33,-31,0,0.1548031699999992
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,41,2026102041,0,,,,0.49060340700000005
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,45,2026102045,1,K1ABC FN42 33,-31,0,0.2874625520000009
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,42,2026102042,0,,,,0.4980141610000004
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,46,2026102046,1,K1ABC FN42 33,-31,0,0.3066272080000001
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,48,2026102048,1,K1ABC FN42 33,-31,0,0.3397895060000007
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,50,2026102050,1,K1ABC FN42 33,-32,0,0.2386770269999996
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,47,2026102047,0,,,,0.4906776380000011
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,49,2026102049,0,,,,0.4964793830000005
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,51,2026102051,1,K1ABC FN42 33,-33,0,0.24978240599999957
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,53,2026102053,1,K1ABC FN42 33,-31,0,0.23418037300000094
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,52,2026102052,0,,,,0.3968798160000002
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,54,2026102054,1,K1ABC FN42 33,-31,0,0.27316903600000053
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,58,2026102058,0,,,,0.04566851299999897
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,56,2026102056,1,K1ABC FN42 33,-31,0,0.2192154429999995
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,57,2026102057,0,,,,0.4310672870000012
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,55,2026102055,1,K1ABC FN42 33,-31,0,0.6458625560000009
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,59,2026102059,0,,,,0.42374023400000027
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,60,2026102060,0,,,,0.5009418159999992
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,61,2026102061,1,K1ABC FN42 33,-30,0,0.23809437899999963
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,62,2026102062,1,K1ABC FN42 33,-31,0,0.31390907499999976
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,64,2026102064,1,K1ABC FN42 33,-30,0,0.3309715450000006
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,63,2026102063,0,,,,0.5076730419999986
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,65,2026102065,0,,,,0.5167703370000005
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,68,2026102068,1,K1ABC FN42 33,-31,0,0.26289374799999976
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,66,2026102066,0,,,,0.528504302
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,67,2026102067,0,,,,0.4222647310000003
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,70,2026102070,1,K1ABC FN42 33,-32,0,0.25727257900000033
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,71,2026102071,1,K1ABC FN42 33,-30,0,0.29885356900000026
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,69,2026102069,0,,,,0.42188744700000136
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,74,2026102074,1,K1ABC FN42 33,-32,0,0.2623112859999992
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,73,2026102073,1,K1ABC FN42 33,-31,0,0.360172390999999
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,75,2026102075,1,K1ABC FN42 33,-32,0,0.2740796320000012
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,72,2026102072,0,,,,0.5256304830000005
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,78,2026102078,1,K1ABC FN42 33,-32,0,0.05616086400000064
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,79,2026102079,1,K1ABC FN42 33,-32,0,0.1937924070000001
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,76,2026102076,1,K1ABC FN42 33,-31,0,0.26945849200000005
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,80,2026102080,1,K1ABC FN42 33,-31,0,0.2249397420000001
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,77,2026102077,0,,,,0.44963746499999857
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,82,2026102082,1,K1ABC FN42 33,-31,0,0.23716138300000011
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,81,2026102081,0,,,,0.5212240000000001
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,85,2026102085,1,K1ABC FN42 33,-31,0,0.28060516100000044
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,83,2026102083,0,,,,0.5193346969999997
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,84,2026102084,0,,,,0.5077815989999994
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,88,2026102088,1,K1ABC FN42 33,-31,0,0.246960305
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,90,2026102090,0,,,,0.052081390999999755
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,86,2026102086,0,,,,0.44551243599999957
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,92,2026102092,0,,,,0.046036136999999755
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,87,2026102087,0,,,,0.5428491049999984
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,91,2026102091,1,K1ABC FN42 33,-31,0,0.2679937739999989
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,89,2026102089,0,,,,0.5329890760000016
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,93,2026102093,1,K1ABC FN42 33,-31,0,0.2714293000000012
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,96,2026102096,0,,,,0.04361945400000167
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,95,2026102095,1,K1ABC FN42 33,-30,0,0.24757642299999993
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,97,2026102097,1,K1ABC FN42 33,-31,0,0.15115447599999854
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,94,2026102094,0,,,,0.5142238660000018
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,0,2026102000,1,W9XYZ EN52 20,-32,0,0.2341083519999998
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,98,2026102098,0,,,,0.5149346090000009
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,1,2026102001,1,W9XYZ EN52 20,-30,0,0.22327536199999898
K1ABC FN42 33,K1ABC,FN42,33,awgn,-31.5,0.0,0.0,99,2026102099,0,,,,0.49452751399999784
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,2,2026102002,1,W9XYZ EN52 20,-31,0,0.23947758100000271
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,6,2026102006,0,,,,0.048014316999999807
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,4,2026102004,1,W9XYZ EN52 20,-33,0,0.1721231469999971
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,5,2026102005,1,W9XYZ EN52 20,-33,0,0.1614760249999989
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,9,2026102009,1,W9XYZ EN52 20,-31,0,0.25041227200000193
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,3,2026102003,0,,,,0.5440338490000016
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,7,2026102007,0,,,,0.5463189909999997
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,8,2026102008,0,,,,0.5289112920000001
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,12,2026102012,0,,,,0.047542295999999595
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,10,2026102010,1,W9XYZ EN52 20,-31,0,0.3360547409999981
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,11,2026102011,1,W9XYZ EN52 20,-30,0,0.2875588180000008
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,14,2026102014,1,W9XYZ EN52 20,-32,0,0.35018007099999693
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,13,2026102013,0,,,,0.5098788390000024
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,15,2026102015,0,,,,0.5092200850000026
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,16,2026102016,0,,,,0.5265555740000032
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,18,2026102018,1,W9XYZ EN52 20,-31,0,0.23236089999999976
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,20,2026102020,1,W9XYZ EN52 20,-33,0,0.13842460200000062
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,17,2026102017,0,,,,0.4254284249999998
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,19,2026102019,1,W9XYZ EN52 20,-32,0,0.2570960129999982
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,24,2026102024,0,,,,0.04055683800000054
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,22,2026102022,1,W9XYZ EN52 20,-32,0,0.14844765300000162
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,23,2026102023,1,W9XYZ EN52 20,-32,0,0.36640158100000164
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,27,2026102027,0,,,,0.03954500999999766
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,21,2026102021,0,,,,0.4580613719999995
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,25,2026102025,0,,,,0.42564610200000175
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,28,2026102028,1,W9XYZ EN52 20,-30,0,0.2275989280000026
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,26,2026102026,0,,,,0.5286247589999995
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,29,2026102029,1,W9XYZ EN52 20,-32,0,0.3478494579999989
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,30,2026102030,1,W9XYZ EN52 20,-31,0,0.2542827989999985
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,31,2026102031,0,,,,0.2498055000000008
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,33,2026102033,1,W9XYZ EN52 20,-32,0,0.23176341899999997
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,32,2026102032,1,W9XYZ EN52 20,-32,0,0.3406519959999983
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,34,2026102034,0,,,,0.40917734500000336
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,35,2026102035,1,W9XYZ EN52 20,-31,0,0.34792351400000143
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,38,2026102038,1,W9XYZ EN52 20,-31,0,0.23450275700000134
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,36,2026102036,0,,,,0.5131408379999982
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,37,2026102037,0,,,,0.5004687560000001
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,39,2026102039,0,,,,0.5208349259999991
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,43,2026102043,0,,,,0.04753076600000128
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,40,2026102040,0,,,,0.48349279199999984
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,41,2026102041,0,,,,0.5068056620000014
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,42,2026102042,0,,,,0.4999896960000001
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,44,2026102044,1,W9XYZ EN52 20,-31,0,0.3281500269999995
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,47,2026102047,1,W9XYZ EN52 20,-30,0,0.22755494300000123
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,45,2026102045,0,,,,0.5324497099999981
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,46,2026102046,0,,,,0.4937624750000005
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,48,2026102048,0,,,,0.4077291020000011
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,50,2026102050,1,W9XYZ EN52 20,-32,0,0.13462679200000238
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,49,2026102049,0,,,,0.49123280000000236
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,51,2026102051,1,W9XYZ EN52 20,-33,0,0.24413832699999816
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,52,2026102052,1,W9XYZ EN52 20,-31,0,0.22873328700000073
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,53,2026102053,1,W9XYZ EN52 20,-31,0,0.3294733120000011
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,55,2026102055,1,W9XYZ EN52 20,-31,0,0.31217736899999693
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,56,2026102056,1,W9XYZ EN52 20,-32,0,0.3286226869999993
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,59,2026102059,0,,,,0.04633351700000077
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,58,2026102058,1,W9XYZ EN52 20,-31,0,0.15046687200000264
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,54,2026102054,0,,,,0.5076600569999989
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,57,2026102057,1,W9XYZ EN52 20,-31,0,0.3183257590000004
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,63,2026102063,1,W9XYZ EN52 20,-32,0,0.30730287599999784
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,61,2026102061,1,W9XYZ EN52 20,-30,0,0.34885754499999777
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,62,2026102062,1,W9XYZ EN52 20,-31,0,0.33117086700000087
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,60,2026102060,0,,,,0.5079688699999991
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,64,2026102064,1,W9XYZ EN52 20,-30,0,0.22860980599999792
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,68,2026102068,0,,,,0.04158443000000034
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,69,2026102069,0,,,,0.12409786499999953
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,65,2026102065,0,,,,0.41183631600000226
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,67,2026102067,0,,,,0.40221474100000165
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,66,2026102066,0,,,,0.4997718770000006
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,70,2026102070,1,W9XYZ EN52 20,-31,0,0.2543036490000006
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,71,2026102071,1,W9XYZ EN52 20,-30,0,0.23978547999999833
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,75,2026102075,1,W9XYZ EN52 20,-32,0,0.19314276900000138
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,72,2026102072,1,W9XYZ EN52 20,-31,0,0.3711157370000002
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,74,2026102074,1,W9XYZ EN52 20,-32,0,0.2834776099999985
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,73,2026102073,0,,,,0.5040348479999999
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,76,2026102076,1,W9XYZ EN52 20,-31,0,0.23736795099999952
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,78,2026102078,1,W9XYZ EN52 20,-32,0,0.17068346499999976
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,80,2026102080,1,W9XYZ EN52 20,-31,0,0.24519109999999955
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,77,2026102077,0,,,,0.5146037200000002
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,82,2026102082,0,,,,0.04764162200000044
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,79,2026102079,0,,,,0.5182578949999979
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,81,2026102081,0,,,,0.5221343659999995
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,83,2026102083,0,,,,0.41730456200000177
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,84,2026102084,0,,,,0.5046933260000017
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,86,2026102086,0,,,,0.4015907630000015
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,85,2026102085,0,,,,0.509183445999998
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,90,2026102090,0,,,,0.04000208000000072
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,88,2026102088,1,W9XYZ EN52 20,-31,0,0.3537622589999998
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,87,2026102087,0,,,,0.495029504999998
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,91,2026102091,1,W9XYZ EN52 20,-31,0,0.2690564720000026
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,93,2026102093,1,W9XYZ EN52 20,-30,0,0.16530576499999938
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,89,2026102089,0,,,,0.4849822899999978
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,92,2026102092,1,W9XYZ EN52 20,-32,0,0.3122173400000001
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,96,2026102096,0,,,,0.037722718000001265
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,95,2026102095,1,W9XYZ EN52 20,-31,0,0.2514219240000024
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,97,2026102097,1,W9XYZ EN52 20,-31,0,0.26399527099999887
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,94,2026102094,0,,,,0.4887143700000003
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,99,2026102099,1,W9XYZ EN52 20,-32,0,0.2567701140000018
W9XYZ EN52 20,W9XYZ,EN52,20,awgn,-31.5,0.0,0.0,98,2026102098,0,,,,0.4983558410000022
N0CAL DM79 37,N0CAL,DM79,37,awgn,-31.5,0.0,0.0,0,2026102000,1,N0CAL DM79 37,-32,0,0.25834571800000106
