replicate,bDA,status,iterations,error
580,6.222376157776187,success,5,
581,6.388267931009864,success,5,
582,8.131942947639129,success,4,
583,7.58279398740743,success,4,
584,7.850428279584568,success,4,
585,8.677495437390483,success,5,
586,7.750557922845848,success,4,
587,7.736067001927089,success,4,
588,7.287092307388691,success,4,
589,7.249821329225089,success,4,
590,7.598966152016922,success,4,
591,8.530021024763618,success,4,
592,7.948169321742096,success,4,
593,7.746687465953305,success,5,
594,8.289092955087117,success,5,
595,7.325350629477551,success,4,
596,7.319118479753346,success,4,
597,6.82188932485808,success,4,
598,7.439728679512165,success,4,
599,7.467990318703441,success,4,
600,7.686037657318948,success,4,
601,8.364348508506048,success,5,
602,7.731488767600838,success,4,
603,7.9155439035083575,success,4,
604,6.738893567741011,success,5,
605,7.362136648364763,success,4,
606,7.558376873431344,success,4,
607,7.093515129192247,success,4,
608,7.192788234398847,success,4,
609,7.574610429511046,success,4,
610,7.096420322183234,success,5,
611,7.198644401173855,success,5,
612,7.900636384045207,success,4,
613,7.2828769932300315,success,4,
614,7.555973774831801,success,4,
615,6.971379024777366,success,5,
616,7.429576113752964,success,4,
617,8.266462414804355,success,4,
618,8.477499637971302,success,5,
619,7.2989525799171115,success,4,
620,7.572061435575455,success,4,
621,7.9604156459909134,success,4,
622,7.5629252286515225,success,4,
623,7.215392230788335,success,4,
624,8.172582049158862,success,5,
625,8.498088698299425,success,5,
626,7.065376722821087,success,4,
627,8.103434205966003,success,4,
628,6.844394966951018,success,4,
629,8.721958991294784,success,4,
630,7.288590937677053,success,5,
631,6.892351823675742,success,4,
632,7.450927534668766,success,4,
633,7.256935180299058,success,4,
634,7.499095768716928,success,4,
635,7.173080057587256,success,4,
636,8.483165343006268,success,4,
637,8.179699600160166,success,4,
638,7.993809982060543,success,5,
639,8.056461419185712,success,5,
640,7.337210705858406,success,4,
641,7.978558260907787,success,4,
642,6.615669634970205,success,4,
643,7.302127554175087,success,4,
644,7.324594219767089,success,4,
645,7.190380608351451,success,5,
646,6.873682296359944,success,4,
647,8.2551577467636,success,4,
648,6.982868557197074,success,4,
649,6.790379245745162,success,4,
650,9.246164811933873,success,5,
651,8.014865603065601,success,4,
652,7.258721255188291,success,5,
653,8.093101930333466,success,4,
654,8.927735260905553,success,5,
655,7.930464084949476,success,4,
656,7.529874834417255,success,5,
657,7.8714387362080735,success,4,
658,7.286311418540061,success,4,
659,7.208009561656402,success,4,
660,8.170896098385192,success,4,
661,7.9003877427012155,success,5,
662,7.686466099692204,success,4,
663,8.184583306416554,success,4,
664,7.500957742119366,success,4,
665,8.768065055727956,success,5,
666,7.515138070606303,success,4,
667,7.999137143155848,success,4,
668,8.82900221044808,success,4,
669,7.328277967307387,success,4,
670,7.950954336049905,success,5,
671,8.704424099056782,success,5,
672,8.180012259367938,success,4,
673,7.3920452506189305,success,4,
674,8.308719240784304,success,5,
675,6.957329635099796,success,5,
676,7.378992600179904,success,4,
677,7.689822071367212,success,4,
678,7.3837553458438565,success,4,
679,8.40176581561912,success,4,
680,7.948968240515974,success,4,
681,6.310946776332767,success,5,
682,7.872867497023133,success,5,
683,7.7320333626877495,success,4,
684,7.25843346293605,success,4,
685,8.600362562351979,success,4,
