source_dataset,snr_db,abs_linear_drift_hz,A_res_hz,decoded_success,seed,trial_index,cluster_id,snr_c,in_primary_support
linear_drift_boundary,-29.5,0.5,0.0,1,2026092795,195,linear_drift_boundary|-29.5|2026092795,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092603,3,linear_drift_boundary|-29.5|2026092603,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092604,4,linear_drift_boundary|-29.5|2026092604,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092606,6,linear_drift_boundary|-29.5|2026092606,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092605,5,linear_drift_boundary|-29.5|2026092605,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092607,7,linear_drift_boundary|-29.5|2026092607,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092610,10,linear_drift_boundary|-29.5|2026092610,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092611,11,linear_drift_boundary|-29.5|2026092611,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092612,12,linear_drift_boundary|-29.5|2026092612,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092609,9,linear_drift_boundary|-29.5|2026092609,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092614,14,linear_drift_boundary|-29.5|2026092614,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092601,1,linear_drift_boundary|-29.5|2026092601,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092615,15,linear_drift_boundary|-29.5|2026092615,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092616,16,linear_drift_boundary|-29.5|2026092616,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092618,18,linear_drift_boundary|-29.5|2026092618,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092613,13,linear_drift_boundary|-29.5|2026092613,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092619,19,linear_drift_boundary|-29.5|2026092619,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092608,8,linear_drift_boundary|-29.5|2026092608,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092621,21,linear_drift_boundary|-29.5|2026092621,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092620,20,linear_drift_boundary|-29.5|2026092620,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092622,22,linear_drift_boundary|-29.5|2026092622,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092623,23,linear_drift_boundary|-29.5|2026092623,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092624,24,linear_drift_boundary|-29.5|2026092624,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092625,25,linear_drift_boundary|-29.5|2026092625,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092626,26,linear_drift_boundary|-29.5|2026092626,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092627,27,linear_drift_boundary|-29.5|2026092627,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092617,17,linear_drift_boundary|-29.5|2026092617,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092631,31,linear_drift_boundary|-29.5|2026092631,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092630,30,linear_drift_boundary|-29.5|2026092630,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092629,29,linear_drift_boundary|-29.5|2026092629,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092634,34,linear_drift_boundary|-29.5|2026092634,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092632,32,linear_drift_boundary|-29.5|2026092632,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092636,36,linear_drift_boundary|-29.5|2026092636,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092637,37,linear_drift_boundary|-29.5|2026092637,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092638,38,linear_drift_boundary|-29.5|2026092638,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092635,35,linear_drift_boundary|-29.5|2026092635,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092628,28,linear_drift_boundary|-29.5|2026092628,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092639,39,linear_drift_boundary|-29.5|2026092639,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092642,42,linear_drift_boundary|-29.5|2026092642,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092633,33,linear_drift_boundary|-29.5|2026092633,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092643,43,linear_drift_boundary|-29.5|2026092643,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092644,44,linear_drift_boundary|-29.5|2026092644,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092645,45,linear_drift_boundary|-29.5|2026092645,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092646,46,linear_drift_boundary|-29.5|2026092646,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092647,47,linear_drift_boundary|-29.5|2026092647,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092640,40,linear_drift_boundary|-29.5|2026092640,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092649,49,linear_drift_boundary|-29.5|2026092649,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092641,41,linear_drift_boundary|-29.5|2026092641,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092650,50,linear_drift_boundary|-29.5|2026092650,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092651,51,linear_drift_boundary|-29.5|2026092651,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092653,53,linear_drift_boundary|-29.5|2026092653,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092652,52,linear_drift_boundary|-29.5|2026092652,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092655,55,linear_drift_boundary|-29.5|2026092655,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092657,57,linear_drift_boundary|-29.5|2026092657,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092654,54,linear_drift_boundary|-29.5|2026092654,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092658,58,linear_drift_boundary|-29.5|2026092658,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092659,59,linear_drift_boundary|-29.5|2026092659,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092660,60,linear_drift_boundary|-29.5|2026092660,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092661,61,linear_drift_boundary|-29.5|2026092661,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092663,63,linear_drift_boundary|-29.5|2026092663,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092662,62,linear_drift_boundary|-29.5|2026092662,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092648,48,linear_drift_boundary|-29.5|2026092648,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092665,65,linear_drift_boundary|-29.5|2026092665,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092666,66,linear_drift_boundary|-29.5|2026092666,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092656,56,linear_drift_boundary|-29.5|2026092656,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092664,64,linear_drift_boundary|-29.5|2026092664,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092668,68,linear_drift_boundary|-29.5|2026092668,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092671,71,linear_drift_boundary|-29.5|2026092671,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092669,69,linear_drift_boundary|-29.5|2026092669,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092670,70,linear_drift_boundary|-29.5|2026092670,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092667,67,linear_drift_boundary|-29.5|2026092667,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092673,73,linear_drift_boundary|-29.5|2026092673,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092674,74,linear_drift_boundary|-29.5|2026092674,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092672,72,linear_drift_boundary|-29.5|2026092672,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092678,78,linear_drift_boundary|-29.5|2026092678,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092679,79,linear_drift_boundary|-29.5|2026092679,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092676,76,linear_drift_boundary|-29.5|2026092676,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092680,80,linear_drift_boundary|-29.5|2026092680,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092682,82,linear_drift_boundary|-29.5|2026092682,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092681,81,linear_drift_boundary|-29.5|2026092681,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092684,84,linear_drift_boundary|-29.5|2026092684,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092675,75,linear_drift_boundary|-29.5|2026092675,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092685,85,linear_drift_boundary|-29.5|2026092685,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092677,77,linear_drift_boundary|-29.5|2026092677,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092686,86,linear_drift_boundary|-29.5|2026092686,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092687,87,linear_drift_boundary|-29.5|2026092687,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092688,88,linear_drift_boundary|-29.5|2026092688,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092689,89,linear_drift_boundary|-29.5|2026092689,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092690,90,linear_drift_boundary|-29.5|2026092690,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092691,91,linear_drift_boundary|-29.5|2026092691,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092693,93,linear_drift_boundary|-29.5|2026092693,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092692,92,linear_drift_boundary|-29.5|2026092692,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092696,96,linear_drift_boundary|-29.5|2026092696,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092695,95,linear_drift_boundary|-29.5|2026092695,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092698,98,linear_drift_boundary|-29.5|2026092698,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092697,97,linear_drift_boundary|-29.5|2026092697,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092699,99,linear_drift_boundary|-29.5|2026092699,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092700,100,linear_drift_boundary|-29.5|2026092700,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092701,101,linear_drift_boundary|-29.5|2026092701,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092683,83,linear_drift_boundary|-29.5|2026092683,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092702,102,linear_drift_boundary|-29.5|2026092702,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092694,94,linear_drift_boundary|-29.5|2026092694,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092704,104,linear_drift_boundary|-29.5|2026092704,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092705,105,linear_drift_boundary|-29.5|2026092705,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092703,103,linear_drift_boundary|-29.5|2026092703,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092708,108,linear_drift_boundary|-29.5|2026092708,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092709,109,linear_drift_boundary|-29.5|2026092709,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092707,107,linear_drift_boundary|-29.5|2026092707,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092710,110,linear_drift_boundary|-29.5|2026092710,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092712,112,linear_drift_boundary|-29.5|2026092712,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092713,113,linear_drift_boundary|-29.5|2026092713,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092714,114,linear_drift_boundary|-29.5|2026092714,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092716,116,linear_drift_boundary|-29.5|2026092716,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092715,115,linear_drift_boundary|-29.5|2026092715,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092717,117,linear_drift_boundary|-29.5|2026092717,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092718,118,linear_drift_boundary|-29.5|2026092718,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092720,120,linear_drift_boundary|-29.5|2026092720,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092711,111,linear_drift_boundary|-29.5|2026092711,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092721,121,linear_drift_boundary|-29.5|2026092721,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092722,122,linear_drift_boundary|-29.5|2026092722,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092723,123,linear_drift_boundary|-29.5|2026092723,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092724,124,linear_drift_boundary|-29.5|2026092724,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092706,106,linear_drift_boundary|-29.5|2026092706,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092725,125,linear_drift_boundary|-29.5|2026092725,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092719,119,linear_drift_boundary|-29.5|2026092719,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092727,127,linear_drift_boundary|-29.5|2026092727,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092729,129,linear_drift_boundary|-29.5|2026092729,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092728,128,linear_drift_boundary|-29.5|2026092728,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092730,130,linear_drift_boundary|-29.5|2026092730,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092732,132,linear_drift_boundary|-29.5|2026092732,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092726,126,linear_drift_boundary|-29.5|2026092726,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092733,133,linear_drift_boundary|-29.5|2026092733,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092734,134,linear_drift_boundary|-29.5|2026092734,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092735,135,linear_drift_boundary|-29.5|2026092735,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092736,136,linear_drift_boundary|-29.5|2026092736,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092739,139,linear_drift_boundary|-29.5|2026092739,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092740,140,linear_drift_boundary|-29.5|2026092740,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092731,131,linear_drift_boundary|-29.5|2026092731,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092741,141,linear_drift_boundary|-29.5|2026092741,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092742,142,linear_drift_boundary|-29.5|2026092742,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092744,144,linear_drift_boundary|-29.5|2026092744,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092738,138,linear_drift_boundary|-29.5|2026092738,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092737,137,linear_drift_boundary|-29.5|2026092737,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092747,147,linear_drift_boundary|-29.5|2026092747,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092745,145,linear_drift_boundary|-29.5|2026092745,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092748,148,linear_drift_boundary|-29.5|2026092748,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092749,149,linear_drift_boundary|-29.5|2026092749,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092750,150,linear_drift_boundary|-29.5|2026092750,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092752,152,linear_drift_boundary|-29.5|2026092752,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092753,153,linear_drift_boundary|-29.5|2026092753,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092754,154,linear_drift_boundary|-29.5|2026092754,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092751,151,linear_drift_boundary|-29.5|2026092751,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092756,156,linear_drift_boundary|-29.5|2026092756,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092743,143,linear_drift_boundary|-29.5|2026092743,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092757,157,linear_drift_boundary|-29.5|2026092757,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092758,158,linear_drift_boundary|-29.5|2026092758,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092746,146,linear_drift_boundary|-29.5|2026092746,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092761,161,linear_drift_boundary|-29.5|2026092761,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092759,159,linear_drift_boundary|-29.5|2026092759,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092763,163,linear_drift_boundary|-29.5|2026092763,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092764,164,linear_drift_boundary|-29.5|2026092764,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092760,160,linear_drift_boundary|-29.5|2026092760,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092755,155,linear_drift_boundary|-29.5|2026092755,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092762,162,linear_drift_boundary|-29.5|2026092762,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092767,167,linear_drift_boundary|-29.5|2026092767,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092768,168,linear_drift_boundary|-29.5|2026092768,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092765,165,linear_drift_boundary|-29.5|2026092765,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092769,169,linear_drift_boundary|-29.5|2026092769,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092770,170,linear_drift_boundary|-29.5|2026092770,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092772,172,linear_drift_boundary|-29.5|2026092772,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092773,173,linear_drift_boundary|-29.5|2026092773,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092766,166,linear_drift_boundary|-29.5|2026092766,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092776,176,linear_drift_boundary|-29.5|2026092776,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092775,175,linear_drift_boundary|-29.5|2026092775,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092774,174,linear_drift_boundary|-29.5|2026092774,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092771,171,linear_drift_boundary|-29.5|2026092771,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092778,178,linear_drift_boundary|-29.5|2026092778,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092779,179,linear_drift_boundary|-29.5|2026092779,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092781,181,linear_drift_boundary|-29.5|2026092781,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092777,177,linear_drift_boundary|-29.5|2026092777,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092783,183,linear_drift_boundary|-29.5|2026092783,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092784,184,linear_drift_boundary|-29.5|2026092784,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092780,180,linear_drift_boundary|-29.5|2026092780,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092785,185,linear_drift_boundary|-29.5|2026092785,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092787,187,linear_drift_boundary|-29.5|2026092787,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092788,188,linear_drift_boundary|-29.5|2026092788,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092790,190,linear_drift_boundary|-29.5|2026092790,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092782,182,linear_drift_boundary|-29.5|2026092782,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092791,191,linear_drift_boundary|-29.5|2026092791,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092792,192,linear_drift_boundary|-29.5|2026092792,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092794,194,linear_drift_boundary|-29.5|2026092794,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092786,186,linear_drift_boundary|-29.5|2026092786,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092793,193,linear_drift_boundary|-29.5|2026092793,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092797,197,linear_drift_boundary|-29.5|2026092797,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092795,195,linear_drift_boundary|-29.5|2026092795,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,0,2026092789,189,linear_drift_boundary|-29.5|2026092789,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092798,198,linear_drift_boundary|-29.5|2026092798,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092799,199,linear_drift_boundary|-29.5|2026092799,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092600,0,linear_drift_boundary|-29.5|2026092600,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092602,2,linear_drift_boundary|-29.5|2026092602,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092603,3,linear_drift_boundary|-29.5|2026092603,0.75,True
linear_drift_boundary,-29.5,0.5,0.0,1,2026092796,196,linear_drift_boundary|-29.5|2026092796,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092601,1,linear_drift_boundary|-29.5|2026092601,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092606,6,linear_drift_boundary|-29.5|2026092606,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092607,7,linear_drift_boundary|-29.5|2026092607,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092605,5,linear_drift_boundary|-29.5|2026092605,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092604,4,linear_drift_boundary|-29.5|2026092604,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092611,11,linear_drift_boundary|-29.5|2026092611,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092610,10,linear_drift_boundary|-29.5|2026092610,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092608,8,linear_drift_boundary|-29.5|2026092608,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092612,12,linear_drift_boundary|-29.5|2026092612,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092614,14,linear_drift_boundary|-29.5|2026092614,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092616,16,linear_drift_boundary|-29.5|2026092616,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092617,17,linear_drift_boundary|-29.5|2026092617,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092618,18,linear_drift_boundary|-29.5|2026092618,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092619,19,linear_drift_boundary|-29.5|2026092619,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092620,20,linear_drift_boundary|-29.5|2026092620,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092621,21,linear_drift_boundary|-29.5|2026092621,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092622,22,linear_drift_boundary|-29.5|2026092622,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,0,2026092609,9,linear_drift_boundary|-29.5|2026092609,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092623,23,linear_drift_boundary|-29.5|2026092623,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,0,2026092613,13,linear_drift_boundary|-29.5|2026092613,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092625,25,linear_drift_boundary|-29.5|2026092625,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092624,24,linear_drift_boundary|-29.5|2026092624,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,0,2026092615,15,linear_drift_boundary|-29.5|2026092615,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092626,26,linear_drift_boundary|-29.5|2026092626,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092629,29,linear_drift_boundary|-29.5|2026092629,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092631,31,linear_drift_boundary|-29.5|2026092631,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,0,2026092628,28,linear_drift_boundary|-29.5|2026092628,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,0,2026092627,27,linear_drift_boundary|-29.5|2026092627,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,0,2026092630,30,linear_drift_boundary|-29.5|2026092630,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092633,33,linear_drift_boundary|-29.5|2026092633,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092634,34,linear_drift_boundary|-29.5|2026092634,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092637,37,linear_drift_boundary|-29.5|2026092637,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092636,36,linear_drift_boundary|-29.5|2026092636,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,0,2026092632,32,linear_drift_boundary|-29.5|2026092632,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092638,38,linear_drift_boundary|-29.5|2026092638,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092639,39,linear_drift_boundary|-29.5|2026092639,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092641,41,linear_drift_boundary|-29.5|2026092641,0.75,True
linear_drift_boundary,-29.5,0.75,0.0,1,2026092642,42,linear_drift_boundary|-29.5|2026092642,0.75,True
