snr_db,linear_drift_hz,A_res_hz,trial_index,seed,decoded_success,decoded_message,reported_snr,reported_drift,reported_frequency,runtime_seconds
-30.0,0.5,0.0,110,2026093110,0,,,,,0.5225596890004454
-30.0,0.5,0.0,115,2026093115,1,K1ABC FN42 33,-30,0,10.140200,0.25967490899984114
-30.0,0.5,0.0,120,2026093120,1,K1ABC FN42 33,-30,0,10.140200,0.04789502099993115
-30.0,0.5,0.0,112,2026093112,0,,,,,0.5235849710006732
-30.0,0.5,0.0,118,2026093118,1,K1ABC FN42 33,-29,0,10.140200,0.2515627270004188
-30.0,0.5,0.0,123,2026093123,1,K1ABC FN42 33,-29,0,10.140200,0.047689418999652844
-30.0,0.5,0.0,121,2026093121,1,K1ABC FN42 33,-30,0,10.140200,0.2964775560003545
-30.0,0.5,0.0,125,2026093125,1,K1ABC FN42 33,-30,0,10.140200,0.05771181799991609
-30.0,0.5,0.0,126,2026093126,1,K1ABC FN42 33,-30,0,10.140200,0.047176469000078214
-30.0,0.5,0.0,119,2026093119,0,,,,,0.5066213100008099
-30.0,0.5,0.0,128,2026093128,1,K1ABC FN42 33,-29,0,10.140200,0.06526336100068875
-30.0,0.5,0.0,122,2026093122,0,,,,,0.5243407589996423
-30.0,0.5,0.0,130,2026093130,1,K1ABC FN42 33,-30,0,10.140200,0.04982127900075284
-30.0,0.5,0.0,127,2026093127,1,K1ABC FN42 33,-30,0,10.140200,0.27039149299980636
-30.0,0.5,0.0,124,2026093124,0,,,,,0.5382432689993948
-30.0,0.5,0.0,132,2026093132,1,K1ABC FN42 33,-29,0,10.140200,0.0691640559998632
-30.0,0.5,0.0,133,2026093133,1,K1ABC FN42 33,-30,0,10.140200,0.04956802000015159
-30.0,0.5,0.0,134,2026093134,1,K1ABC FN42 33,-31,0,10.140200,0.05798604599931423
-30.0,0.5,0.0,135,2026093135,1,K1ABC FN42 33,-30,0,10.140200,0.054584184999839636
-30.0,0.5,0.0,129,2026093129,1,K1ABC FN42 33,-31,0,10.140200,0.34010509499967156
-30.0,0.5,0.0,136,2026093136,1,K1ABC FN42 33,-30,0,10.140200,0.07549491099962324
-30.0,0.5,0.0,138,2026093138,1,K1ABC FN42 33,-29,0,10.140200,0.048744343999715056
-30.0,0.5,0.0,131,2026093131,1,K1ABC FN42 33,-31,0,10.140200,0.30127649400037626
-30.0,0.5,0.0,140,2026093140,1,K1ABC FN42 33,-29,0,10.140200,0.0565861089999089
-30.0,0.5,0.0,137,2026093137,1,K1ABC FN42 33,-30,0,10.140200,0.14892157400026917
-30.0,0.5,0.0,142,2026093142,1,K1ABC FN42 33,-30,0,10.140200,0.04963737999969453
-30.0,0.5,0.0,139,2026093139,1,K1ABC FN42 33,-30,0,10.140200,0.15525818099922617
-30.0,0.5,0.0,143,2026093143,1,K1ABC FN42 33,-30,0,10.140200,0.24956891700003325
-30.0,0.5,0.0,141,2026093141,0,,,,,0.4213212519998706
-30.0,0.5,0.0,144,2026093144,1,K1ABC FN42 33,-29,0,10.140200,0.33734216100037884
-30.0,0.5,0.0,145,2026093145,0,,,,,0.5296717750006792
-30.0,0.5,0.0,148,2026093148,1,K1ABC FN42 33,-30,0,10.140200,0.2340119569998933
-30.0,0.5,0.0,149,2026093149,1,K1ABC FN42 33,-29,0,10.140200,0.052962277000006
-30.0,0.5,0.0,147,2026093147,1,K1ABC FN42 33,-31,0,10.140200,0.357301367999753
-30.0,0.5,0.0,146,2026093146,0,,,,,0.5203036409993729
-30.0,0.5,0.0,150,2026093150,1,K1ABC FN42 33,-30,0,10.140200,0.2507348449998972
-30.0,0.5,0.0,153,2026093153,1,K1ABC FN42 33,-29,0,10.140200,0.3089368300006754
-30.0,0.5,0.0,155,2026093155,1,K1ABC FN42 33,-30,0,10.140200,0.05101674399975309
-30.0,0.5,0.0,151,2026093151,0,,,,,0.5163497790008478
-30.0,0.5,0.0,157,2026093157,1,K1ABC FN42 33,-30,1,10.140200,0.05786783999974432
-30.0,0.5,0.0,152,2026093152,0,,,,,0.5324583520005035
-30.0,0.5,0.0,158,2026093158,1,K1ABC FN42 33,-30,0,10.140200,0.06926343099985388
-30.0,0.5,0.0,156,2026093156,1,K1ABC FN42 33,-29,0,10.140200,0.24558002699995995
-30.0,0.5,0.0,160,2026093160,1,K1ABC FN42 33,-31,0,10.140200,0.1200432390005517
-30.0,0.5,0.0,154,2026093154,0,,,,,0.558651958000155
-30.0,0.5,0.0,163,2026093163,1,K1ABC FN42 33,-29,0,10.140200,0.04456271700018988
-30.0,0.5,0.0,162,2026093162,1,K1ABC FN42 33,-30,0,10.140200,0.05779393099965091
-30.0,0.5,0.0,165,2026093165,1,K1ABC FN42 33,-30,0,10.140200,0.0502043219994448
-30.0,0.5,0.0,164,2026093164,1,K1ABC FN42 33,-29,0,10.140200,0.0649682990006113
-30.0,0.5,0.0,159,2026093159,0,,,,,0.5428084410004885
-30.0,0.5,0.0,167,2026093167,1,K1ABC FN42 33,-30,0,10.140200,0.35682468700088066
-30.0,0.5,0.0,168,2026093168,1,K1ABC FN42 33,-31,0,10.140200,0.12678108899945073
-30.0,0.5,0.0,169,2026093169,1,K1ABC FN42 33,-29,0,10.140200,0.05150828899968474
-30.0,0.5,0.0,161,2026093161,0,,,,,0.5743475009994654
-30.0,0.5,0.0,171,2026093171,1,K1ABC FN42 33,-30,0,10.140200,0.052726734000316355
-30.0,0.5,0.0,170,2026093170,1,K1ABC FN42 33,-29,0,10.140200,0.07340152300002956
-30.0,0.5,0.0,173,2026093173,1,K1ABC FN42 33,-29,0,10.140200,0.04969484199955332
-30.0,0.5,0.0,174,2026093174,1,K1ABC FN42 33,-30,0,10.140200,0.05815957899994828
-30.0,0.5,0.0,166,2026093166,0,,,,,0.5251556940002047
-30.0,0.5,0.0,175,2026093175,1,K1ABC FN42 33,-30,0,10.140200,0.057614700000158336
-30.0,0.5,0.0,177,2026093177,1,K1ABC FN42 33,-29,0,10.140200,0.2427708100003656
-30.0,0.5,0.0,178,2026093178,1,K1ABC FN42 33,-30,0,10.140200,0.2606810070001302
-30.0,0.5,0.0,172,2026093172,0,,,,,0.5344342610005697
-30.0,0.5,0.0,181,2026093181,1,K1ABC FN42 33,-30,0,10.140200,0.07494231799955742
-30.0,0.5,0.0,176,2026093176,0,,,,,0.5483991760002027
-30.0,0.5,0.0,182,2026093182,1,K1ABC FN42 33,-29,0,10.140200,0.05342615199970169
-30.0,0.5,0.0,183,2026093183,1,K1ABC FN42 33,-30,0,10.140200,0.05883723299939447
-30.0,0.5,0.0,185,2026093185,1,K1ABC FN42 33,-30,0,10.140200,0.06324782499996218
-30.0,0.5,0.0,179,2026093179,0,,,,,0.535892681000405
-30.0,0.5,0.0,184,2026093184,1,K1ABC FN42 33,-30,0,10.140200,0.25201738299983845
-30.0,0.5,0.0,180,2026093180,0,,,,,0.5429997470000671
-30.0,0.5,0.0,187,2026093187,1,K1ABC FN42 33,-30,0,10.140200,0.07298258899936627
-30.0,0.5,0.0,189,2026093189,1,K1ABC FN42 33,-30,0,10.140200,0.05489062900051067
-30.0,0.5,0.0,190,2026093190,1,K1ABC FN42 33,-29,0,10.140200,0.05567517399958888
-30.0,0.5,0.0,186,2026093186,1,K1ABC FN42 33,-29,0,10.140200,0.37303079899993463
-30.0,0.5,0.0,188,2026093188,1,K1ABC FN42 33,-30,0,10.140200,0.23921393300042837
-30.0,0.5,0.0,193,2026093193,1,K1ABC FN42 33,-30,0,10.140200,0.0532065520001197
-30.0,0.5,0.0,194,2026093194,1,K1ABC FN42 33,-31,0,10.140200,0.05682814600004349
-30.0,0.5,0.0,195,2026093195,1,K1ABC FN42 33,-30,0,10.140200,0.04640638199998648
-30.0,0.5,0.0,191,2026093191,1,K1ABC FN42 33,-30,0,10.140200,0.253655966000224
-30.0,0.5,0.0,196,2026093196,1,K1ABC FN42 33,-30,0,10.140200,0.08123831400007475
-30.0,0.5,0.0,199,2026093199,1,K1ABC FN42 33,-30,0,10.140200,0.04829927700029657
-30.0,0.5,0.0,197,2026093197,1,K1ABC FN42 33,-30,0,10.140200,0.2392671910001809
-30.0,0.5,0.0,192,2026093192,0,,,,,0.5288891850004802
-30.0,0.5,0.25,1,2026093001,1,K1ABC FN42 33,-30,0,10.140200,0.07818797300024016
-30.0,0.5,0.25,3,2026093003,1,K1ABC FN42 33,-31,0,10.140200,0.060390307000488974
-30.0,0.5,0.25,4,2026093004,1,K1ABC FN42 33,-29,0,10.140200,0.06476125800054433
-30.0,0.5,0.0,198,2026093198,0,,,,,0.5312716849994104
-30.0,0.5,0.25,0,2026093000,0,,,,,0.5407685989994206
-30.0,0.5,0.25,6,2026093006,1,K1ABC FN42 33,-30,0,10.140200,0.10942964300011226
-30.0,0.5,0.25,5,2026093005,1,K1ABC FN42 33,-30,0,10.140200,0.30226600500009226
-30.0,0.5,0.25,2,2026093002,0,,,,,0.5322502190001615
-30.0,0.5,0.25,7,2026093007,1,K1ABC FN42 33,-30,0,10.140200,0.23562237799978902
-30.0,0.5,0.25,8,2026093008,0,,,,,0.5616747059993941
-30.0,0.5,0.25,12,2026093012,1,K1ABC FN42 33,-31,0,10.140200,0.1637769600001775
-30.0,0.5,0.25,9,2026093009,0,,,,,0.6422445759999391
-30.0,0.5,0.25,10,2026093010,0,,,,,0.6141608759999144
-30.0,0.5,0.25,11,2026093011,0,,,,,0.581317092000063
-30.0,0.5,0.25,14,2026093014,0,,,,,0.249262022000039
-30.0,0.5,0.25,13,2026093013,1,K1ABC FN42 33,-30,0,10.140200,0.2812158860006093
-30.0,0.5,0.25,17,2026093017,1,K1ABC FN42 33,-31,0,10.140200,0.05699970899968321
-30.0,0.5,0.25,18,2026093018,1,K1ABC FN42 33,-29,0,10.140200,0.06276333700043324
-30.0,0.5,0.25,20,2026093020,1,K1ABC FN42 33,-29,0,10.140200,0.24319599000045855
-30.0,0.5,0.25,15,2026093015,0,,,,,0.5391870350003956
-30.0,0.5,0.25,16,2026093016,0,,,,,0.5451404730001741
-30.0,0.5,0.25,23,2026093023,1,K1ABC FN42 33,-29,0,10.140200,0.04788551700039534
-30.0,0.5,0.25,24,2026093024,1,K1ABC FN42 33,-30,0,10.140200,0.045903169999292004
-30.0,0.5,0.25,21,2026093021,1,K1ABC FN42 33,-30,0,10.140200,0.26097133700022823
-30.0,0.5,0.25,19,2026093019,0,,,,,0.5377210239994383
-30.0,0.5,0.25,27,2026093027,1,K1ABC FN42 33,-30,0,10.140200,0.06134530700001051
-30.0,0.5,0.25,28,2026093028,1,K1ABC FN42 33,-29,0,10.140200,0.04891520700039109
-30.0,0.5,0.25,25,2026093025,1,K1ABC FN42 33,-29,0,10.140200,0.2856751190001887
-30.0,0.5,0.25,22,2026093022,0,,,,,0.5341672780004956
-30.0,0.5,0.25,30,2026093030,1,K1ABC FN42 33,-29,0,10.140200,0.25680292900051427
-30.0,0.5,0.25,26,2026093026,0,,,,,0.5249811439998666
-30.0,0.5,0.25,31,2026093031,1,K1ABC FN42 33,-31,0,10.140200,0.24566884999967442
-30.0,0.5,0.25,29,2026093029,0,,,,,0.5240484320001997
-30.0,0.5,0.25,35,2026093035,1,K1ABC FN42 33,-30,0,10.140200,0.05281713699969259
-30.0,0.5,0.25,34,2026093034,1,K1ABC FN42 33,-30,0,10.140200,0.23336185100015427
-30.0,0.5,0.25,32,2026093032,0,,,,,0.5251526649999505
-30.0,0.5,0.25,33,2026093033,0,,,,,0.5256769609995899
-30.0,0.5,0.25,36,2026093036,0,,,,,0.5164556339996125
-30.0,0.5,0.25,38,2026093038,1,K1ABC FN42 33,-29,0,10.140200,0.2830132480003158
-30.0,0.5,0.25,37,2026093037,0,,,,,0.5307226420000006
-30.0,0.5,0.25,39,2026093039,1,K1ABC FN42 33,-31,0,10.140200,0.2826584809999986
-30.0,0.5,0.25,42,2026093042,1,K1ABC FN42 33,-30,0,10.140200,0.11898811499941075
-30.0,0.5,0.25,41,2026093041,1,K1ABC FN42 33,-30,0,10.140200,0.26482479399965086
-30.0,0.5,0.25,43,2026093043,1,K1ABC FN42 33,-31,0,10.140200,0.23906467399956455
-30.0,0.5,0.25,40,2026093040,0,,,,,0.5209413900001891
-30.0,0.5,0.25,44,2026093044,0,,,,,0.5277222590002566
-30.0,0.5,0.25,45,2026093045,0,,,,,0.5311629170000742
-30.0,0.5,0.25,46,2026093046,0,,,,,0.5530521539994879
-30.0,0.5,0.25,48,2026093048,1,K1ABC FN42 33,-30,0,10.140200,0.18649438099964755
-30.0,0.5,0.25,50,2026093050,1,K1ABC FN42 33,-30,0,10.140200,0.05618659799984016
-30.0,0.5,0.25,51,2026093051,1,K1ABC FN42 33,-30,0,10.140200,0.06792420999954629
-30.0,0.5,0.25,47,2026093047,0,,,,,0.54825271899972
-30.0,0.5,0.25,53,2026093053,1,K1ABC FN42 33,-30,0,10.140200,0.1169936799997231
-30.0,0.5,0.25,54,2026093054,1,K1ABC FN42 33,-30,0,10.140200,0.24178347999986727
-30.0,0.5,0.25,49,2026093049,0,,,,,0.5287785350001286
-30.0,0.5,0.25,55,2026093055,1,K1ABC FN42 33,-30,0,10.140200,0.29899144399951183
-30.0,0.5,0.25,52,2026093052,0,,,,,0.5200692260004871
-30.0,0.5,0.25,59,2026093059,1,K1ABC FN42 33,-29,0,10.140200,0.10508524600027158
-30.0,0.5,0.25,56,2026093056,0,,,,,0.5150732290003361
-30.0,0.5,0.25,60,2026093060,1,K1ABC FN42 33,-29,0,10.140200,0.24158542999975907
-30.0,0.5,0.25,57,2026093057,0,,,,,0.5231634760002635
-30.0,0.5,0.25,62,2026093062,1,K1ABC FN42 33,-31,0,10.140200,0.04670257399993716
-30.0,0.5,0.25,63,2026093063,1,K1ABC FN42 33,-29,0,10.140200,0.04397403600069083
-30.0,0.5,0.25,58,2026093058,0,,,,,0.5088343309998891
-30.0,0.5,0.25,64,2026093064,1,K1ABC FN42 33,-30,0,10.140200,0.05138228000032541
-30.0,0.5,0.25,67,2026093067,1,K1ABC FN42 33,-30,0,10.140200,0.06002244899991638
-30.0,0.5,0.25,68,2026093068,1,K1ABC FN42 33,-30,0,10.140200,0.05706781999924715
-30.0,0.5,0.25,61,2026093061,1,K1ABC FN42 33,-30,0,10.140200,0.2651155909998124
-30.0,0.5,0.25,65,2026093065,1,K1ABC FN42 33,-30,0,10.140200,0.2427801570001975
-30.0,0.5,0.25,70,2026093070,1,K1ABC FN42 33,-30,0,10.140200,0.06357409300017025
-30.0,0.5,0.25,66,2026093066,0,,,,,0.5157461150001836
-30.0,0.5,0.25,69,2026093069,0,,,,,0.5186572359998536
-30.0,0.5,0.25,71,2026093071,0,,,,,0.5224946130001626
-30.0,0.5,0.25,72,2026093072,0,,,,,0.5270534040000712
-30.0,0.5,0.25,76,2026093076,1,K1ABC FN42 33,-29,0,10.140200,0.05088363100003335
-30.0,0.5,0.25,77,2026093077,1,K1ABC FN42 33,-30,0,10.140200,0.05645364900010463
-30.0,0.5,0.25,73,2026093073,0,,,,,0.5426871050003683
-30.0,0.5,0.25,75,2026093075,1,K1ABC FN42 33,-30,0,10.140200,0.3393958289998409
-30.0,0.5,0.25,74,2026093074,0,,,,,0.5273065770006724
-30.0,0.5,0.25,81,2026093081,1,K1ABC FN42 33,-30,0,10.140200,0.04752437000024656
-30.0,0.5,0.25,80,2026093080,1,K1ABC FN42 33,-30,0,10.140200,0.15709328200046002
-30.0,0.5,0.25,79,2026093079,1,K1ABC FN42 33,-30,0,10.140200,0.24196277200007899
-30.0,0.5,0.25,84,2026093084,1,K1ABC FN42 33,-30,0,10.140200,0.07179131700013386
-30.0,0.5,0.25,78,2026093078,0,,,,,0.5243366450004032
-30.0,0.5,0.25,85,2026093085,1,K1ABC FN42 33,-31,0,10.140200,0.06516233199999988
-30.0,0.5,0.25,86,2026093086,1,K1ABC FN42 33,-30,0,10.140200,0.05050866399960796
-30.0,0.5,0.25,87,2026093087,1,K1ABC FN42 33,-30,0,10.140200,0.06727672799934226
-30.0,0.5,0.25,89,2026093089,1,K1ABC FN42 33,-30,0,10.140200,0.053475395000532444
-30.0,0.5,0.25,90,2026093090,1,K1ABC FN42 33,-30,0,10.140200,0.057072646000051463
-30.0,0.5,0.25,83,2026093083,0,,,,,0.5172886850004943
-30.0,0.5,0.25,82,2026093082,0,,,,,0.523662986999625
-30.0,0.5,0.25,88,2026093088,0,,,,,0.5254715619994386
-30.0,0.5,0.25,91,2026093091,0,,,,,0.5243039490005685
-30.0,0.5,0.25,93,2026093093,0,,,,,0.5221006149995446
-30.0,0.5,0.25,92,2026093092,0,,,,,0.530489003999719
-30.0,0.5,0.25,96,2026093096,1,K1ABC FN42 33,-29,0,10.140200,0.06381928199971298
-30.0,0.5,0.25,97,2026093097,1,K1ABC FN42 33,-30,0,10.140200,0.06589050399998087
-30.0,0.5,0.25,99,2026093099,1,K1ABC FN42 33,-29,0,10.140200,0.04392844999983936
-30.0,0.5,0.25,100,2026093100,1,K1ABC FN42 33,-31,0,10.140200,0.06446633900031884
-30.0,0.5,0.25,94,2026093094,0,,,,,0.5198369930003537
-30.0,0.5,0.25,101,2026093101,1,K1ABC FN42 33,-30,0,10.140200,0.050385096999889356
-30.0,0.5,0.25,103,2026093103,1,K1ABC FN42 33,-30,0,10.140200,0.058834694000324816
-30.0,0.5,0.25,95,2026093095,0,,,,,0.5308000139993965
-30.0,0.5,0.25,105,2026093105,1,K1ABC FN42 33,-30,0,10.140200,0.15007999499994185
-30.0,0.5,0.25,98,2026093098,0,,,,,0.5172884739995425
-30.0,0.5,0.25,102,2026093102,0,,,,,0.5208210370001325
-30.0,0.5,0.25,104,2026093104,0,,,,,0.5104717229996822
-30.0,0.5,0.25,107,2026093107,1,K1ABC FN42 33,-30,0,10.140200,0.25803911500042886
-30.0,0.5,0.25,109,2026093109,1,K1ABC FN42 33,-29,0,10.140200,0.07268493299943657
-30.0,0.5,0.25,111,2026093111,1,K1ABC FN42 33,-30,0,10.140200,0.059071506999316625
-30.0,0.5,0.25,106,2026093106,0,,,,,0.5304576989992711
-30.0,0.5,0.25,113,2026093113,1,K1ABC FN42 33,-30,0,10.140200,0.1017611859997487
-30.0,0.5,0.25,108,2026093108,0,,,,,0.5326442969999334
-30.0,0.5,0.25,110,2026093110,0,,,,,0.5183829180004977
-30.0,0.5,0.25,112,2026093112,0,,,,,0.5182914870001696
-30.0,0.5,0.25,115,2026093115,1,K1ABC FN42 33,-30,0,10.140200,0.2695013349994042
-30.0,0.5,0.25,114,2026093114,0,,,,,0.5141669419999744
-30.0,0.5,0.25,117,2026093117,1,K1ABC FN42 33,-30,0,10.140200,0.25000601800002187
-30.0,0.5,0.25,119,2026093119,1,K1ABC FN42 33,-30,0,10.140200,0.054486033999637584
-30.0,0.5,0.25,121,2026093121,1,K1ABC FN42 33,-30,0,10.140200,0.1281362090003313
-30.0,0.5,0.25,116,2026093116,0,,,,,0.533711951999976
-30.0,0.5,0.25,122,2026093122,1,K1ABC FN42 33,-30,0,10.140200,0.09906864899949142
-30.0,0.5,0.25,120,2026093120,1,K1ABC FN42 33,-30,0,10.140200,0.26885089699953824
-30.0,0.5,0.25,125,2026093125,1,K1ABC FN42 33,-30,0,10.140200,0.04930442699969717
-30.0,0.5,0.25,118,2026093118,0,,,,,0.5294559089998074
-30.0,0.5,0.25,126,2026093126,1,K1ABC FN42 33,-30,0,10.140200,0.08933293700010836
-30.0,0.5,0.25,124,2026093124,1,K1ABC FN42 33,-29,0,10.140200,0.27623056300035387
-30.0,0.5,0.25,127,2026093127,1,K1ABC FN42 33,-30,0,10.140200,0.28578339500018046
-30.0,0.5,0.25,130,2026093130,1,K1ABC FN42 33,-30,0,10.140200,0.06127118899985362
-30.0,0.5,0.25,123,2026093123,0,,,,,0.5335039330002473
-30.0,0.5,0.25,131,2026093131,1,K1ABC FN42 33,-30,0,10.140200,0.053208467999866116
-30.0,0.5,0.25,129,2026093129,1,K1ABC FN42 33,-30,0,10.140200,0.330900188000669
-30.0,0.5,0.25,134,2026093134,1,K1ABC FN42 33,-31,0,10.140200,0.0480328149997149
-30.0,0.5,0.25,128,2026093128,0,,,,,0.5275052269998923
-30.0,0.5,0.25,135,2026093135,1,K1ABC FN42 33,-30,0,10.140200,0.04944451699975616
-30.0,0.5,0.25,132,2026093132,1,K1ABC FN42 33,-30,0,10.140200,0.2634413889991265
-30.0,0.5,0.25,133,2026093133,1,K1ABC FN42 33,-30,0,10.140200,0.25165153200032364
-30.0,0.5,0.25,137,2026093137,1,K1ABC FN42 33,-30,0,10.140200,0.058395293000103266
-30.0,0.5,0.25,136,2026093136,1,K1ABC FN42 33,-31,0,10.140200,0.09620934799932002
-30.0,0.5,0.25,138,2026093138,1,K1ABC FN42 33,-30,0,10.140200,0.05511685799956467
-30.0,0.5,0.25,139,2026093139,1,K1ABC FN42 33,-30,0,10.140200,0.06989249399975961
-30.0,0.5,0.25,140,2026093140,1,K1ABC FN42 33,-31,0,10.140200,0.06797882599948935
-30.0,0.5,0.25,141,2026093141,1,K1ABC FN42 33,-31,0,10.140200,0.10396289599975717
-30.0,0.5,0.25,145,2026093145,1,K1ABC FN42 33,-29,0,10.140200,0.055040042000655376
-30.0,0.5,0.25,146,2026093146,1,K1ABC FN42 33,-29,0,10.140200,0.06255614300062007
-30.0,0.5,0.25,142,2026093142,0,,,,,0.5096438220007258
-30.0,0.5,0.25,147,2026093147,1,K1ABC FN42 33,-31,0,10.140200,0.32619016599983297
-30.0,0.5,0.25,144,2026093144,0,,,,,0.5097718850001911
-30.0,0.5,0.25,148,2026093148,1,K1ABC FN42 33,-30,0,10.140200,0.0750270639991868
-30.0,0.5,0.25,149,2026093149,1,K1ABC FN42 33,-29,0,10.140200,0.048334602999602794
-30.0,0.5,0.25,143,2026093143,0,,,,,1.0104293309996137
-30.0,0.5,0.25,150,2026093150,0,,,,,0.5197201090004455
-30.0,0.5,0.25,152,2026093152,0,,,,,0.5193001899997398
-30.0,0.5,0.25,151,2026093151,0,,,,,0.5372874819995559
-30.0,0.5,0.25,153,2026093153,1,K1ABC FN42 33,-29,0,10.140200,0.08275026200044522
-30.0,0.5,0.25,157,2026093157,1,K1ABC FN42 33,-30,0,10.140200,0.046961772999566165
-30.0,0.5,0.25,154,2026093154,0,,,,,0.5208005949998551
-30.0,0.5,0.25,155,2026093155,0,,,,,0.513712067000597
-30.0,0.5,0.25,156,2026093156,0,,,,,0.5195478420000654
-30.0,0.5,0.25,160,2026093160,1,K1ABC FN42 33,-30,0,10.140200,0.054288235000058194
-30.0,0.5,0.25,159,2026093159,1,K1ABC FN42 33,-29,0,10.140200,0.07492187800016836
-30.0,0.5,0.25,158,2026093158,0,,,,,0.5232880929997918
-30.0,0.5,0.25,164,2026093164,1,K1ABC FN42 33,-30,0,10.140200,0.23988281099991582
-30.0,0.5,0.25,165,2026093165,1,K1ABC FN42 33,-30,0,10.140200,0.051809751000291726
-30.0,0.5,0.25,162,2026093162,0,QJ8DKE BO72 7,,,,0.39047410500006663
-30.0,0.5,0.25,167,2026093167,1,K1ABC FN42 33,-30,0,10.140200,0.05004017600003863
-30.0,0.5,0.25,161,2026093161,0,,,,,0.513250816999971
-30.0,0.5,0.25,163,2026093163,0,,,,,0.5276093569991644
-30.0,0.5,0.25,168,2026093168,1,K1ABC FN42 33,-31,0,10.140200,0.15030958900024416
-30.0,0.5,0.25,166,2026093166,1,K1ABC FN42 33,-30,0,10.140200,0.3012060390001352
-30.0,0.5,0.25,171,2026093171,1,K1ABC FN42 33,-30,0,10.140200,0.062129997999363695
-30.0,0.5,0.25,173,2026093173,1,K1ABC FN42 33,-29,0,10.140200,0.11212444600005256
-30.0,0.5,0.25,169,2026093169,0,,,,,0.520495440000559
-30.0,0.5,0.25,170,2026093170,0,,,,,0.5211169640006119
-30.0,0.5,0.25,175,2026093175,1,K1ABC FN42 33,-30,0,10.140200,0.0576651290002701
-30.0,0.5,0.25,176,2026093176,1,K1ABC FN42 33,-30,0,10.140200,0.09626499500063801
-30.0,0.5,0.25,172,2026093172,0,,,,,0.5258735500001421
-30.0,0.5,0.25,177,2026093177,1,K1ABC FN42 33,-30,0,10.140200,0.1481705209998836
-30.0,0.5,0.25,174,2026093174,0,,,,,0.5290278689999468
-30.0,0.5,0.25,181,2026093181,1,K1ABC FN42 33,-30,0,10.140200,0.09596381600022141
-30.0,0.5,0.25,178,2026093178,1,K1ABC FN42 33,-30,0,10.140200,0.2605953620004584
-30.0,0.5,0.25,183,2026093183,1,K1ABC FN42 33,-30,0,10.140200,0.05440686400015693
-30.0,0.5,0.25,184,2026093184,1,K1ABC FN42 33,-30,0,10.140200,0.07108593300017674
-30.0,0.5,0.25,179,2026093179,0,,,,,0.5336486710002646
-30.0,0.5,0.25,180,2026093180,0,,,,,0.5371420750007019
-30.0,0.5,0.25,186,2026093186,1,K1ABC FN42 33,-28,0,10.140200,0.09777695100001438
-30.0,0.5,0.25,188,2026093188,0,,,,,0.04777260099945124
-30.0,0.5,0.25,185,2026093185,1,K1ABC FN42 33,-30,0,10.140200,0.2929719819994716
-30.0,0.5,0.25,190,2026093190,1,K1ABC FN42 33,-30,0,10.140200,0.08071560099961061
-30.0,0.5,0.25,182,2026093182,0,,,,,0.5345621459991889
-30.0,0.5,0.25,191,2026093191,1,K1ABC FN42 33,-29,0,10.140200,0.06501510700036306
-30.0,0.5,0.25,192,2026093192,1,K1ABC FN42 33,-29,0,10.140200,0.05510345299990149
-30.0,0.5,0.25,187,2026093187,1,K1ABC FN42 33,-30,0,10.140200,0.24963075100004062
-30.0,0.5,0.25,194,2026093194,1,K1ABC FN42 33,-31,0,10.140200,0.05092301300010149
-30.0,0.5,0.25,189,2026093189,0,,,,,0.5485603329998412
-30.0,0.5,0.25,195,2026093195,0,,,,,0.4416584270002204
-30.0,0.5,0.25,193,2026093193,0,,,,,0.5275719549999849
-30.0,0.5,0.25,196,2026093196,0,,,,,0.5278146359996754
-30.0,0.5,0.25,197,2026093197,1,K1ABC FN42 33,-31,0,10.140200,0.26543465400027344
-30.0,0.5,0.5,1,2026093001,1,K1ABC FN42 33,-29,0,10.140200,0.08905037999920751
-30.0,0.5,0.5,0,2026093000,1,K1ABC FN42 33,-29,0,10.140200,0.23482839699954638
-30.0,0.5,0.5,3,2026093003,1,K1ABC FN42 33,-29,0,10.140200,0.055501339999864285
-30.0,0.5,0.25,198,2026093198,0,,,,,0.5044144590001451
-30.0,0.5,0.25,199,2026093199,0,,,,,0.5000681980000081
-30.0,0.5,0.5,5,2026093005,1,K1ABC FN42 33,-29,0,10.140200,0.2574697099998957
-30.0,0.5,0.5,2,2026093002,0,,,,,0.5122544699997889
-30.0,0.5,0.5,8,2026093008,1,K1ABC FN42 33,-30,0,10.140200,0.05305857599978481
-30.0,0.5,0.5,4,2026093004,0,,,,,0.5100527959993997
-30.0,0.5,0.5,6,2026093006,0,,,,,0.5261954200004766
-30.0,0.5,0.5,7,2026093007,0,,,,,0.511712501999682
-30.0,0.5,0.5,9,2026093009,0,,,,,0.5199915249995684
-30.0,0.5,0.5,10,2026093010,0,,,,,0.5132223059999887
-30.0,0.5,0.5,11,2026093011,0,,,,,0.4228126620000694
-30.0,0.5,0.5,12,2026093012,0,,,,,0.515811868000128
-30.0,0.5,0.5,13,2026093013,0,,,,,0.5330513429998973
-30.0,0.5,0.5,14,2026093014,0,,,,,0.5279929340003946
-30.0,0.5,0.5,15,2026093015,0,,,,,0.520128289999775
-30.0,0.5,0.5,19,2026093019,1,K1ABC FN42 33,-30,0,10.140200,0.06521249700017506
-30.0,0.5,0.5,16,2026093016,0,,,,,0.5228705879999325
-30.0,0.5,0.5,17,2026093017,0,,,,,0.42957699300040986
-30.0,0.5,0.5,18,2026093018,0,,,,,0.5282175570000618
