sigma_step_hz,descriptor,mean,std,median,p05,p25,p75,p95
0.04,final_phase_rad,-1.477336530753659e-14,1.5190740607009939e-12,-2.0691673201234106e-14,-2.473808310976544e-12,-8.417095145873965e-13,7.641429806623523e-13,2.6822072015687813e-12
0.04,phase_peak_to_peak_rad,30.55978040585923,14.038061521021278,27.95428026724896,12.569388606389431,20.17714728846216,37.949225184439,57.585445080825664
0.04,raw_start_hz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,raw_end_hz,-0.0025118726136848027,0.5085834765195669,-0.00412303805003799,-0.8430154533459021,-0.3438414057171512,0.32005670905025035,0.8296207742511978
0.04,raw_peak_to_peak_hz,0.7701179162286667,0.24254465391343605,0.7262505265508202,0.462439676925368,0.5935522020522023,0.9038187158774499,1.2258580478519838
0.04,fitted_constant_hz,-0.001995288926385718,0.2965724796182975,-0.0036965619070110515,-0.46755840752029537,-0.22104682177262502,0.2024508455359608,0.5007511342391029
0.04,fitted_linear_coefficient,0.0017111206701115745,0.28101823401108966,0.00023724472117090512,-0.44032342775898065,-0.19115203129900823,0.17687581048484513,0.4750310425171629
0.08,max_abs_frequency_hz,0.6139936894928307,0.161402180494402,0.5874246168091208,0.3896726958075684,0.5011187399816704,0.7092022462775016,0.9056694713573687
0.08,frequency_rms_hz,0.2513328973894432,0.07374948014759171,0.2388763529132616,0.15467002014725204,0.1972834621678155,0.2914857292779255,0.38431075662021363
0.08,frequency_peak_to_peak_hz,1.1136225579122647,0.2725841219759721,1.070360113250832,0.7371054522118463,0.9228600390745189,1.2718863313365067,1.6127274276900112
0.08,max_abs_phase_rad,33.22191032812533,14.248458848503143,31.139663603860992,14.427109050031246,22.451556575220614,41.05101589200327,59.24232830616124
0.08,phase_rms_rad,18.591963326361224,9.453898469226603,16.738064398885093,6.887824393800993,11.569401516443742,23.52769082464432,36.85261454503712
0.08,final_phase_rad,5.374565160257724e-14,3.3218712818968205e-12,-6.462907466142642e-14,-4.667666513719082e-12,-1.6517487789850793e-12,1.679172968206688e-12,5.245341238181016e-12
0.08,phase_peak_to_peak_rad,60.353194792296385,26.723360774657536,56.57518326637705,25.95567729707557,40.193747874520945,75.52895172252586,110.0999848130459
0.08,raw_start_hz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,raw_end_hz,-0.01411560815463138,1.056612849026699,-0.004486386624447083,-1.637808526409243,-0.7444556241359855,0.6668785904622563,1.7369823185851534
0.08,raw_peak_to_peak_hz,1.5420730829635017,0.5161911332536661,1.4558213166077145,0.9221448226203609,1.175570704705178,1.7749804693162616,2.4876815712977987
0.08,fitted_constant_hz,-0.004904687533811948,0.6137812226147112,-0.028534894739993134,-0.9471910886655801,-0.4099461757670527,0.3832929908909978,1.0197402299933187
0.08,fitted_linear_coefficient,-0.0121220746232137,0.5751230768984698,-0.004547924984815022,-0.8822841038471938,-0.398957614558688,0.3454087926430768,0.9484804181884219
