trajectory_id,family,snr_db,trial_index,seed,decoded_success,tau_seconds,signed_A_res_hz,max_abs_frequency_hz,frequency_rms_hz,frequency_peak_to_peak_hz,max_abs_phase_rad,phase_rms_rad,final_phase_rad,phase_peak_to_peak_rad,correlation_with_negative_quadratic,cosine_similarity_with_negative_quadratic,RMS_shape_difference,max_shape_difference
quadratic_+0.25,quadratic,-30.0,59,2026100259,0,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,66,2026100266,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,68,2026100268,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,63,2026100263,0,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,69,2026100269,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,70,2026100270,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,67,2026100267,0,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,72,2026100272,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,74,2026100274,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,73,2026100273,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,77,2026100277,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,76,2026100276,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,71,2026100271,0,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,75,2026100275,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,80,2026100280,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,81,2026100281,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,82,2026100282,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,78,2026100278,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,83,2026100283,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,86,2026100286,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,85,2026100285,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,79,2026100279,0,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,89,2026100289,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,84,2026100284,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,90,2026100290,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,87,2026100287,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,88,2026100288,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,93,2026100293,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,95,2026100295,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,91,2026100291,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,96,2026100296,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,98,2026100298,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,94,2026100294,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,97,2026100297,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,92,2026100292,0,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_+0.25,quadratic,-30.0,99,2026100299,1,,0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,1.2417289418920063e-12,34.05880859221272,-1.0,-1.0,0.9111456170139474,2.0
quadratic_-0.25,quadratic,-30.0,0,2026100200,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,4,2026100204,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,2,2026100202,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,3,2026100203,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,1,2026100201,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,8,2026100208,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,5,2026100205,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,7,2026100207,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,6,2026100206,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,11,2026100211,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,9,2026100209,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,10,2026100210,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
quadratic_-0.25,quadratic,-30.0,14,2026100214,1,,-0.25,0.25,0.11389320212674342,0.3773291925465839,17.029404296106982,12.211251911416575,-1.2417289418920063e-12,34.05880859221272,1.0,1.0,0.0,0.0
