snr_db,signed_A_res_hz,abs_A_res_hz,trial_index,seed,decoded_success,decoded_message,reported_snr,reported_drift,reported_frequency,runtime_seconds
-30.0,0.5,0.5,84,2026100284,0,,,,,0.507255774999976
-30.0,0.5,0.5,85,2026100285,0,,,,,0.41090351900038513
-30.0,0.5,0.5,86,2026100286,0,,,,,0.5028163179995317
-30.0,0.5,0.5,87,2026100287,0,,,,,0.5087617129993305
-30.0,0.5,0.5,88,2026100288,0,,,,,0.5065290219999952
-30.0,0.5,0.5,89,2026100289,0,,,,,0.5398276450005142
-30.0,0.5,0.5,92,2026100292,1,K1ABC FN42 33,-29,0,10.140200,0.2953589960006866
-30.0,0.5,0.5,90,2026100290,0,,,,,0.5229448410000259
-30.0,0.5,0.5,91,2026100291,0,,,,,0.5209259149996797
-30.0,0.5,0.5,94,2026100294,1,K1ABC FN42 33,-30,0,10.140200,0.11461279400009516
-30.0,0.5,0.5,96,2026100296,1,K1ABC FN42 33,-29,0,10.140200,0.04913265199957095
-30.0,0.5,0.5,93,2026100293,0,,,,,0.528450561999307
-30.0,0.5,0.5,98,2026100298,1,K1ABC FN42 33,-30,0,10.140200,0.30580740200002765
-30.0,0.5,0.5,97,2026100297,0,,,,,0.41790164700069
-30.0,0.5,0.5,95,2026100295,0,,,,,0.5353855550001754
-30.0,-0.5,0.5,2,2026100202,1,K1ABC FN42 33,-30,0,10.140200,0.09072245600054885
-30.0,-0.5,0.5,0,2026100200,0,,,,,0.506700152999656
-30.0,0.5,0.5,99,2026100299,0,,,,,0.5155431299999691
-30.0,-0.5,0.5,4,2026100204,1,K1ABC FN42 33,-30,0,10.140200,0.12271200400027737
-30.0,-0.5,0.5,1,2026100201,0,,,,,0.5232686580002337
-30.0,-0.5,0.5,3,2026100203,0,,,,,0.5017904450005517
-30.0,-0.5,0.5,5,2026100205,0,,,,,0.5308229379998011
-30.0,-0.5,0.5,6,2026100206,0,,,,,0.5280527289996826
-30.0,-0.5,0.5,7,2026100207,0,,,,,0.5340632249999544
-30.0,-0.5,0.5,9,2026100209,1,K1ABC FN42 33,-29,0,10.140200,0.17616869700032112
-30.0,-0.5,0.5,8,2026100208,0,,,,,0.5382333119996474
-30.0,-0.5,0.5,12,2026100212,1,K1ABC FN42 33,-29,0,10.140200,0.09248466299959546
-30.0,-0.5,0.5,14,2026100214,1,K1ABC FN42 33,-31,0,10.140200,0.05334575200049585
-30.0,-0.5,0.5,15,2026100215,0,,,,,0.050549287999274384
-30.0,-0.5,0.5,16,2026100216,1,K1ABC FN42 33,-30,0,10.140200,0.04804184600016015
-30.0,-0.5,0.5,10,2026100210,0,,,,,0.4995954960004383
-30.0,-0.5,0.5,11,2026100211,0,,,,,0.5037506969993046
-30.0,-0.5,0.5,13,2026100213,0,,,,,0.5119760069992481
-30.0,-0.5,0.5,19,2026100219,1,K1ABC FN42 33,-30,0,10.140200,0.1284848189998229
-30.0,-0.5,0.5,17,2026100217,0,,,,,0.5096909669991874
-30.0,-0.5,0.5,18,2026100218,0,,,,,0.5250661609998133
-30.0,-0.5,0.5,23,2026100223,1,K1ABC FN42 33,-30,0,10.140200,0.06756087099984143
-30.0,-0.5,0.5,20,2026100220,0,,,,,0.5224614249991646
-30.0,-0.5,0.5,21,2026100221,0,,,,,0.5280550360002962
-30.0,-0.5,0.5,26,2026100226,1,K1ABC FN42 33,-30,0,10.140200,0.06771113899958436
-30.0,-0.5,0.5,27,2026100227,1,K1ABC FN42 33,-31,0,10.140200,0.05426503899980162
-30.0,-0.5,0.5,22,2026100222,0,,,,,0.5633663910002724
-30.0,-0.5,0.5,29,2026100229,0,,,,,0.057422036999923876
-30.0,-0.5,0.5,24,2026100224,0,,,,,0.577972399999453
-30.0,-0.5,0.5,25,2026100225,0,,,,,0.5531810210004551
-30.0,-0.5,0.5,31,2026100231,1,K1ABC FN42 33,-30,0,10.140200,0.06438303200047812
-30.0,-0.5,0.5,28,2026100228,0,,,,,0.5541893560002791
-30.0,-0.5,0.5,30,2026100230,0,,,,,0.5334608659995865
-30.0,-0.5,0.5,32,2026100232,0,,,,,0.5045674430002691
-30.0,-0.5,0.5,35,2026100235,1,K1ABC FN42 33,-29,0,10.140200,0.2507868860002418
-30.0,-0.5,0.5,33,2026100233,0,,,,,0.505034579000494
-30.0,-0.5,0.5,37,2026100237,1,K1ABC FN42 33,-29,0,10.140200,0.04790224099997431
-30.0,-0.5,0.5,34,2026100234,0,,,,,0.49946090199955506
-30.0,-0.5,0.5,40,2026100240,1,K1ABC FN42 33,-30,0,10.140200,0.03983904399956373
-30.0,-0.5,0.5,39,2026100239,0,,,,,0.40464558900021075
-30.0,-0.5,0.5,36,2026100236,0,,,,,0.5073846349996529
-30.0,-0.5,0.5,38,2026100238,0,,,,,0.5262992669995583
-30.0,-0.5,0.5,44,2026100244,1,K1ABC FN42 33,-30,0,10.140200,0.09061700199981715
-30.0,-0.5,0.5,41,2026100241,0,,,,,0.5040222560000984
-30.0,-0.5,0.5,43,2026100243,0,,,,,0.4091732349997983
-30.0,-0.5,0.5,42,2026100242,0,,,,,0.527103225999781
-30.0,-0.5,0.5,45,2026100245,0,,,,,0.35875695100003213
-30.0,-0.5,0.5,46,2026100246,0,,,,,0.5122998939996251
-30.0,-0.5,0.5,49,2026100249,1,K1ABC FN42 33,-30,0,10.140200,0.26034704399990005
-30.0,-0.5,0.5,50,2026100250,1,K1ABC FN42 33,-29,0,10.140200,0.09350362599980144
-30.0,-0.5,0.5,52,2026100252,1,K1ABC FN42 33,-30,0,10.140200,0.048556546999861894
-30.0,-0.5,0.5,53,2026100253,1,K1ABC FN42 33,-30,0,10.140200,0.045889424000051804
-30.0,-0.5,0.5,47,2026100247,0,,,,,0.5069755599997734
-30.0,-0.5,0.5,54,2026100254,1,K1ABC FN42 33,-30,0,10.140200,0.04500566299975617
-30.0,-0.5,0.5,48,2026100248,0,,,,,0.5313471540002865
-30.0,-0.5,0.5,51,2026100251,0,,,,,0.49965798500034
-30.0,-0.5,0.5,56,2026100256,0,,,,,0.5038533779998033
-30.0,-0.5,0.5,55,2026100255,0,,,,,0.5203472170005625
-30.0,-0.5,0.5,60,2026100260,1,K1ABC FN42 33,-31,0,10.140200,0.10153480499957368
-30.0,-0.5,0.5,57,2026100257,0,,,,,0.5107684670001618
-30.0,-0.5,0.5,58,2026100258,0,,,,,0.5145426849994692
-30.0,-0.5,0.5,59,2026100259,0,,,,,0.4100930819995483
-30.0,-0.5,0.5,62,2026100262,0,,,,,0.5099172970003565
-30.0,-0.5,0.5,61,2026100261,0,,,,,0.5403983389996938
-30.0,-0.5,0.5,64,2026100264,1,K1ABC FN42 33,-29,0,10.140200,0.24780121799994959
-30.0,-0.5,0.5,65,2026100265,1,K1ABC FN42 33,-29,0,10.140200,0.04118648499934352
-30.0,-0.5,0.5,63,2026100263,0,,,,,0.5234019259996785
-30.0,-0.5,0.5,66,2026100266,0,,,,,0.39714917999936006
-30.0,-0.5,0.5,70,2026100270,1,K1ABC FN42 33,-29,0,10.140200,0.06820607300051051
-30.0,-0.5,0.5,67,2026100267,0,,,,,0.4908025139993697
-30.0,-0.5,0.5,68,2026100268,0,,,,,0.5222070320005514
-30.0,-0.5,0.5,71,2026100271,1,K1ABC FN42 33,-29,0,10.140200,0.19477238399940688
-30.0,-0.5,0.5,74,2026100274,1,K1ABC FN42 33,-30,0,10.140200,0.05170155100040574
-30.0,-0.5,0.5,69,2026100269,0,,,,,0.4947645329993975
-30.0,-0.5,0.5,75,2026100275,1,K1ABC FN42 33,-30,0,10.140200,0.22650564599916834
-30.0,-0.5,0.5,76,2026100276,1,K1ABC FN42 33,-29,0,10.140200,0.24299443400013843
-30.0,-0.5,0.5,72,2026100272,0,,,,,0.5586271430001943
-30.0,-0.5,0.5,73,2026100273,0,,,,,0.5414070200004062
-30.0,-0.5,0.5,77,2026100277,0,,,,,0.5243321850002758
-30.0,-0.5,0.5,78,2026100278,0,,,,,0.5130748080000558
-30.0,-0.5,0.5,80,2026100280,0,,,,,0.5076795300001322
-30.0,-0.5,0.5,79,2026100279,0,,,,,0.5296251130002929
-30.0,-0.5,0.5,83,2026100283,1,K1ABC FN42 33,-30,0,10.140200,0.043508335999831615
-30.0,-0.5,0.5,84,2026100284,1,K1ABC FN42 33,-29,0,10.140200,0.15481374499995582
-30.0,-0.5,0.5,81,2026100281,0,,,,,0.49875110100038
-30.0,-0.5,0.5,82,2026100282,0,,,,,0.5208799319998434
-30.0,-0.5,0.5,85,2026100285,0,,,,,0.4216215749993353
-30.0,-0.5,0.5,89,2026100289,1,K1ABC FN42 33,-30,0,10.140200,0.045480914000108896
-30.0,-0.5,0.5,86,2026100286,0,,,,,0.4948766159996012
-30.0,-0.5,0.5,90,2026100290,1,K1ABC FN42 33,-30,0,10.140200,0.19880491099956998
-30.0,-0.5,0.5,92,2026100292,1,K1ABC FN42 33,-30,0,10.140200,0.060506676999466436
-30.0,-0.5,0.5,87,2026100287,0,,,,,0.5187752370002272
-30.0,-0.5,0.5,88,2026100288,0,,,,,0.5209028179997404
-30.0,-0.5,0.5,91,2026100291,0,,,,,0.5192606269993121
-30.0,-0.5,0.5,96,2026100296,1,K1ABC FN42 33,-29,0,10.140200,0.0469470280004316
-30.0,-0.5,0.5,93,2026100293,0,,,,,0.5069436670000869
-30.0,-0.5,0.5,97,2026100297,1,K1ABC FN42 33,-29,0,10.140200,0.062413775000095484
-30.0,-0.5,0.5,98,2026100298,1,K1ABC FN42 33,-29,0,10.140200,0.043990205000227434
-30.0,-0.5,0.5,94,2026100294,0,,,,,0.48878202400010196
-30.0,-0.5,0.5,95,2026100295,0,,,,,0.49895955200008757
-30.5,0.25,0.25,0,2026110200,1,K1ABC FN42 33,-30,0,10.140200,0.3518535299999712
-30.5,0.25,0.25,2,2026110202,1,K1ABC FN42 33,-30,0,10.140200,0.27896439300002385
-30.0,-0.5,0.5,99,2026100299,0,,,,,0.507743254000161
-30.5,0.25,0.25,1,2026110201,0,,,,,0.44425194499945064
-30.5,0.25,0.25,4,2026110204,1,K1ABC FN42 33,-31,0,10.140200,0.2393863870001951
-30.5,0.25,0.25,5,2026110205,1,K1ABC FN42 33,-30,0,10.140200,0.24172712400013552
-30.5,0.25,0.25,3,2026110203,0,,,,,0.5207657310002105
-30.5,0.25,0.25,6,2026110206,1,K1ABC FN42 33,-31,0,10.140200,0.37408848100039904
-30.5,0.25,0.25,7,2026110207,1,K1ABC FN42 33,-30,0,10.140200,0.2574846690004051
-30.5,0.25,0.25,10,2026110210,1,K1ABC FN42 33,-30,0,10.140200,0.23116946000027383
-30.5,0.25,0.25,8,2026110208,0,,,,,0.5297871399998257
-30.5,0.25,0.25,12,2026110212,1,K1ABC FN42 33,-30,0,10.140200,0.24723114900007204
-30.5,0.25,0.25,9,2026110209,0,,,,,0.5218459269999585
-30.5,0.25,0.25,13,2026110213,1,K1ABC FN42 33,-32,0,10.140200,0.15339846599999873
-30.5,0.25,0.25,11,2026110211,0,,,,,0.5111687010003152
-30.5,0.25,0.25,16,2026110216,1,K1ABC FN42 33,-29,0,10.140200,0.17254932600008033
-30.5,0.25,0.25,14,2026110214,1,K1ABC FN42 33,-30,0,10.140200,0.2563680530001875
-30.5,0.25,0.25,19,2026110219,1,K1ABC FN42 33,-30,0,10.140200,0.06019099700006336
-30.5,0.25,0.25,17,2026110217,1,K1ABC FN42 33,-30,0,10.140200,0.2802988749999713
-30.5,0.25,0.25,15,2026110215,1,K1ABC FN42 33,-31,0,10.140200,0.3584910520003177
-30.5,0.25,0.25,20,2026110220,1,K1ABC FN42 33,-30,0,10.140200,0.10992257799989602
-30.5,0.25,0.25,22,2026110222,1,K1ABC FN42 33,-30,0,10.140200,0.08079818299938779
-30.5,0.25,0.25,18,2026110218,1,K1ABC FN42 33,-30,0,10.140200,0.3346272859998862
-30.5,0.25,0.25,21,2026110221,1,K1ABC FN42 33,-29,0,10.140200,0.32749876500020036
-30.5,0.25,0.25,24,2026110224,1,K1ABC FN42 33,-30,0,10.140200,0.227476055999432
-30.5,0.25,0.25,25,2026110225,1,K1ABC FN42 33,-31,0,10.140200,0.24191758500001015
-30.5,0.25,0.25,23,2026110223,0,,,,,0.4229198840002937
-30.5,0.25,0.25,29,2026110229,1,K1ABC FN42 33,-31,0,10.140200,0.047410692000084964
-30.5,0.25,0.25,26,2026110226,1,K1ABC FN42 33,-31,0,10.140200,0.25643870100066124
-30.5,0.25,0.25,27,2026110227,1,K1ABC FN42 33,-31,0,10.140200,0.2831979710008454
-30.5,0.25,0.25,31,2026110231,1,K1ABC FN42 33,-31,0,10.140200,0.23507603800044308
-30.5,0.25,0.25,32,2026110232,1,K1ABC FN42 33,-31,0,10.140200,0.23080230699997628
-30.5,0.25,0.25,28,2026110228,0,,,,,0.5080209219995595
-30.5,0.25,0.25,30,2026110230,0,,,,,0.5241606090003188
-30.5,0.25,0.25,36,2026110236,1,K1ABC FN42 33,-30,0,10.140200,0.12888012399980653
-30.5,0.25,0.25,33,2026110233,0,,,,,0.4976230319998649
-30.5,0.25,0.25,34,2026110234,0,,,,,0.49941802400007873
-30.5,0.25,0.25,37,2026110237,1,K1ABC FN42 33,-31,0,10.140200,0.22452171399982035
-30.5,0.25,0.25,35,2026110235,0,,,,,0.4991697750001549
-30.5,0.25,0.25,38,2026110238,1,K1ABC FN42 33,-30,0,10.140200,0.24306384500050626
-30.5,0.25,0.25,39,2026110239,1,K1ABC FN42 33,-30,0,10.140200,0.2432116390000374
-30.5,0.25,0.25,42,2026110242,1,K1ABC FN42 33,-31,0,10.140200,0.07863299800010282
-30.5,0.25,0.25,40,2026110240,1,K1ABC FN42 33,-32,0,10.140200,0.2519282339999336
-30.5,0.25,0.25,45,2026110245,1,K1ABC FN42 33,-30,0,10.140200,0.08595372299987503
-30.5,0.25,0.25,46,2026110246,1,K1ABC FN42 33,-29,0,10.140200,0.07178748699971038
-30.5,0.25,0.25,43,2026110243,1,K1ABC FN42 33,-30,0,10.140200,0.24228847500035045
-30.5,0.25,0.25,44,2026110244,1,K1ABC FN42 33,-31,0,10.140200,0.2962821929995698
-30.5,0.25,0.25,48,2026110248,1,K1ABC FN42 33,-29,0,10.140200,0.06434439500026201
-30.5,0.25,0.25,41,2026110241,0,,,,,0.5073140289996445
-30.5,0.25,0.25,50,2026110250,1,K1ABC FN42 33,-30,0,10.140200,0.2336406940003144
-30.5,0.25,0.25,49,2026110249,1,K1ABC FN42 33,-30,0,10.140200,0.28236052300053416
-30.5,0.25,0.25,47,2026110247,0,,,,,0.5143859180006984
-30.5,0.25,0.25,53,2026110253,1,K1ABC FN42 33,-32,0,10.140200,0.1707570910002687
-30.5,0.25,0.25,55,2026110255,1,K1ABC FN42 33,-30,0,10.140200,0.07373604700023861
-30.5,0.25,0.25,51,2026110251,0,,,,,0.5158696439993946
-30.5,0.25,0.25,52,2026110252,0,,,,,0.4164046309997502
-30.5,0.25,0.25,56,2026110256,1,K1ABC FN42 33,-30,0,10.140200,0.3099075680001988
-30.5,0.25,0.25,54,2026110254,0,,,,,0.4967838489992573
-30.5,0.25,0.25,57,2026110257,0,,,,,0.4193843650000417
-30.5,0.25,0.25,59,2026110259,1,K1ABC FN42 33,-30,0,10.140200,0.24258969600032287
-30.5,0.25,0.25,58,2026110258,0,,,,,0.5144123780000882
-30.5,0.25,0.25,61,2026110261,1,K1ABC FN42 33,-31,0,10.140200,0.22588494999945397
-30.5,0.25,0.25,63,2026110263,1,K1ABC FN42 33,-30,0,10.140200,0.23549714500040864
-30.5,0.25,0.25,60,2026110260,0,,,,,0.4994379950003349
-30.5,0.25,0.25,64,2026110264,1,K1ABC FN42 33,-31,0,10.140200,0.25302676699993754
-30.5,0.25,0.25,62,2026110262,0,,,,,0.5227891169997747
-30.5,0.25,0.25,65,2026110265,1,K1ABC FN42 33,-30,0,10.140200,0.2384476879997237
-30.5,0.25,0.25,67,2026110267,1,K1ABC FN42 33,-30,0,10.140200,0.2500042179999582
-30.5,0.25,0.25,66,2026110266,1,K1ABC FN42 33,-31,0,10.140200,0.27027419400019426
-30.5,0.25,0.25,69,2026110269,0,,,,,0.13225378100014495
-30.5,0.25,0.25,71,2026110271,1,K1ABC FN42 33,-30,0,10.140200,0.07063228199967853
-30.5,0.25,0.25,73,2026110273,1,K1ABC FN42 33,-30,0,10.140200,0.054432676999567775
-30.5,0.25,0.25,74,2026110274,1,K1ABC FN42 33,-30,0,10.140200,0.04428251100034686
-30.5,0.25,0.25,72,2026110272,1,K1ABC FN42 33,-31,0,10.140200,0.23960691900083475
-30.5,0.25,0.25,68,2026110268,0,,,,,0.5171662519996971
-30.5,0.25,0.25,77,2026110277,1,K1ABC FN42 33,-31,0,10.140200,0.04489463300069474
-30.5,0.25,0.25,70,2026110270,0,,,,,0.5108794830002807
-30.5,0.25,0.25,78,2026110278,1,K1ABC FN42 33,-30,0,10.140200,0.05343334000008326
-30.5,0.25,0.25,76,2026110276,1,K1ABC FN42 33,-31,0,10.140200,0.2437408850000793
-30.5,0.25,0.25,80,2026110280,1,K1ABC FN42 33,-31,0,10.140200,0.0453661559995453
-30.5,0.25,0.25,81,2026110281,1,K1ABC FN42 33,-30,0,10.140200,0.079365281999344
-30.5,0.25,0.25,83,2026110283,1,K1ABC FN42 33,-29,0,10.140200,0.04823660199963342
-30.5,0.25,0.25,75,2026110275,0,,,,,0.5366729749994192
-30.5,0.25,0.25,79,2026110279,1,K1ABC FN42 33,-31,0,10.140200,0.2678879630002484
-30.5,0.25,0.25,82,2026110282,1,K1ABC FN42 33,-31,0,10.140200,0.32679810599984194
-30.5,0.25,0.25,87,2026110287,1,K1ABC FN42 33,-30,0,10.140200,0.0430776209996111
-30.5,0.25,0.25,84,2026110284,1,K1ABC FN42 33,-30,0,10.140200,0.24442808899948432
-30.5,0.25,0.25,85,2026110285,1,K1ABC FN42 33,-30,0,10.140200,0.2522213720003492
-30.5,0.25,0.25,86,2026110286,1,K1ABC FN42 33,-29,0,10.140200,0.21872912000071665
-30.5,0.25,0.25,89,2026110289,1,K1ABC FN42 33,-30,0,10.140200,0.251075268999557
-30.5,0.25,0.25,88,2026110288,1,K1ABC FN42 33,-30,0,10.140200,0.2763379240004724
-30.5,0.25,0.25,91,2026110291,1,K1ABC FN42 33,-30,0,10.140200,0.36951411300015025
-30.5,0.25,0.25,94,2026110294,1,K1ABC FN42 33,-30,0,10.140200,0.0683186360001855
-30.5,0.25,0.25,90,2026110290,0,,,,,0.5198346990000573
-30.5,0.25,0.25,93,2026110293,1,K1ABC FN42 33,-30,0,10.140200,0.29380712900001527
-30.5,0.25,0.25,95,2026110295,1,K1ABC FN42 33,-30,0,10.140200,0.18801908100067521
-30.5,0.25,0.25,98,2026110298,1,K1ABC FN42 33,-30,0,10.140200,0.055910275999849546
-30.5,0.25,0.25,92,2026110292,0,,,,,0.5268289180003194
-30.5,0.25,0.25,99,2026110299,1,K1ABC FN42 33,-30,0,10.140200,0.07459544500034099
-30.5,0.25,0.25,96,2026110296,0,,,,,0.5166108690000328
-30.5,0.25,0.25,97,2026110297,0,,,,,0.5501513059998615
-30.5,-0.25,0.25,1,2026110201,1,K1ABC FN42 33,-30,0,10.140200,0.329631722999693
-30.5,-0.25,0.25,0,2026110200,0,,,,,0.5027741690000767
-30.5,-0.25,0.25,2,2026110202,1,K1ABC FN42 33,-30,0,10.140200,0.2544428359997255
-30.5,-0.25,0.25,4,2026110204,1,K1ABC FN42 33,-30,0,10.140200,0.2461446090001118
-30.5,-0.25,0.25,3,2026110203,1,K1ABC FN42 33,-30,0,10.140200,0.3228103560004456
-30.5,-0.25,0.25,5,2026110205,1,K1ABC FN42 33,-31,0,10.140200,0.26495726099983585
-30.5,-0.25,0.25,6,2026110206,0,,,,,0.5283752360001017
-30.5,-0.25,0.25,7,2026110207,0,,,,,0.5260157069997149
-30.5,-0.25,0.25,8,2026110208,0,,,,,0.5323775279994152
-30.5,-0.25,0.25,9,2026110209,0,,,,,0.5321218109993424
-30.5,-0.25,0.25,11,2026110211,1,K1ABC FN42 33,-31,0,10.140200,0.2365598760006833
-30.5,-0.25,0.25,10,2026110210,1,K1ABC FN42 33,-30,0,10.140200,0.33398211100029584
-30.5,-0.25,0.25,14,2026110214,1,K1ABC FN42 33,-30,0,10.140200,0.05958421100058331
-30.5,-0.25,0.25,12,2026110212,1,K1ABC FN42 33,-31,0,10.140200,0.25751270999990084
-30.5,-0.25,0.25,13,2026110213,1,K1ABC FN42 33,-32,0,10.140200,0.2415486249992682
-30.5,-0.25,0.25,16,2026110216,1,K1ABC FN42 33,-30,0,10.140200,0.23008109100010188
-30.5,-0.25,0.25,19,2026110219,1,K1ABC FN42 33,-31,0,10.140200,0.14010375599991676
-30.5,-0.25,0.25,18,2026110218,1,K1ABC FN42 33,-29,0,10.140200,0.31823440399966785
-30.5,-0.25,0.25,15,2026110215,0,,,,,0.5234323730001051
-30.5,-0.25,0.25,17,2026110217,0,,,,,0.5160706599999685
-30.5,-0.25,0.25,20,2026110220,1,K1ABC FN42 33,-30,0,10.140200,0.16854915099975187
-30.5,-0.25,0.25,24,2026110224,1,K1ABC FN42 33,-30,0,10.140200,0.10727751899958093
-30.5,-0.25,0.25,23,2026110223,1,K1ABC FN42 33,-30,0,10.140200,0.23975178500040784
-30.5,-0.25,0.25,25,2026110225,1,K1ABC FN42 33,-31,0,10.140200,0.23171739499957766
-30.5,-0.25,0.25,21,2026110221,0,,,,,0.5191702809997878
-30.5,-0.25,0.25,26,2026110226,1,K1ABC FN42 33,-31,0,10.140200,0.24760254400007398
-30.5,-0.25,0.25,22,2026110222,0,,,,,0.5337199879995751
-30.5,-0.25,0.25,29,2026110229,1,K1ABC FN42 33,-30,0,10.140200,0.04915841199999704
-30.5,-0.25,0.25,30,2026110230,1,K1ABC FN42 33,-30,0,10.140200,0.044454592999500164
-30.5,-0.25,0.25,31,2026110231,1,K1ABC FN42 33,-30,0,10.140200,0.06836973800000123
-30.5,-0.25,0.25,28,2026110228,1,K1ABC FN42 33,-30,0,10.140200,0.3538504959997226
-30.5,-0.25,0.25,32,2026110232,1,K1ABC FN42 33,-30,0,10.140200,0.2437994029996844
-30.5,-0.25,0.25,34,2026110234,1,K1ABC FN42 33,-30,0,10.140200,0.044825813999523234
-30.5,-0.25,0.25,27,2026110227,0,,,,,0.5127143130002878
-30.5,-0.25,0.25,35,2026110235,1,K1ABC FN42 33,-30,0,10.140200,0.2610538919998362
-30.5,-0.25,0.25,36,2026110236,1,K1ABC FN42 33,-30,0,10.140200,0.2577383559992086
-30.5,-0.25,0.25,37,2026110237,1,K1ABC FN42 33,-31,0,10.140200,0.22314669699972
-30.5,-0.25,0.25,33,2026110233,0,,,,,0.5183586460007064
-30.5,-0.25,0.25,39,2026110239,1,K1ABC FN42 33,-30,0,10.140200,0.16349539499969978
-30.5,-0.25,0.25,40,2026110240,1,K1ABC FN42 33,-31,0,10.140200,0.21814134399937757
-30.5,-0.25,0.25,42,2026110242,1,K1ABC FN42 33,-30,0,10.140200,0.22288323399970977
-30.5,-0.25,0.25,38,2026110238,0,,,,,0.5151622659996065
-30.5,-0.25,0.25,45,2026110245,1,K1ABC FN42 33,-30,0,10.140200,0.05707754800005205
-30.5,-0.25,0.25,41,2026110241,0,,,,,0.5179548810001506
-30.5,-0.25,0.25,44,2026110244,1,K1ABC FN42 33,-31,0,10.140200,0.3809793560003527
-30.5,-0.25,0.25,43,2026110243,0,,,,,0.5279970740002682
-30.5,-0.25,0.25,47,2026110247,1,K1ABC FN42 33,-31,0,10.140200,0.2425503430004028
-30.5,-0.25,0.25,46,2026110246,1,K1ABC FN42 33,-30,0,10.140200,0.3534580340001412
-30.5,-0.25,0.25,49,2026110249,1,K1ABC FN42 33,-31,0,10.140200,0.27702869399945484
-30.5,-0.25,0.25,48,2026110248,0,,,,,0.5174671200002194
-30.5,-0.25,0.25,53,2026110253,1,K1ABC FN42 33,-31,0,10.140200,0.04856433999975707
-30.5,-0.25,0.25,50,2026110250,0,,,,,0.5261509359997945
-30.5,-0.25,0.25,55,2026110255,1,K1ABC FN42 33,-30,0,10.140200,0.04174254500048846
-30.5,-0.25,0.25,51,2026110251,0,,,,,0.4981065510000917
-30.5,-0.25,0.25,52,2026110252,0,,,,,0.48699432100056583
-30.5,-0.25,0.25,56,2026110256,1,K1ABC FN42 33,-31,0,10.140200,0.23402731899932405
-30.5,-0.25,0.25,54,2026110254,0,,,,,0.512520780000159
-30.5,-0.25,0.25,59,2026110259,1,K1ABC FN42 33,-30,0,10.140200,0.2704058019999138
-30.5,-0.25,0.25,57,2026110257,0,,,,,0.5115456459998313
-30.5,-0.25,0.25,58,2026110258,0,,,,,0.5210710149995066
-30.5,-0.25,0.25,60,2026110260,1,K1ABC FN42 33,-29,0,10.140200,0.34349044100054016
-30.5,-0.25,0.25,64,2026110264,1,K1ABC FN42 33,-30,0,10.140200,0.042142473999774666
-30.5,-0.25,0.25,63,2026110263,1,K1ABC FN42 33,-31,0,10.140200,0.22436674300024606
-30.5,-0.25,0.25,62,2026110262,0,,,,,0.41070855199996004
-30.5,-0.25,0.25,61,2026110261,0,,,,,0.5010286759998053
-30.5,-0.25,0.25,65,2026110265,1,K1ABC FN42 33,-30,0,10.140200,0.23657026199998654
-30.5,-0.25,0.25,66,2026110266,1,K1ABC FN42 33,-30,0,10.140200,0.23332810299962148
-30.5,-0.25,0.25,69,2026110269,1,K1ABC FN42 33,-31,0,10.140200,0.057718371999726514
-30.5,-0.25,0.25,67,2026110267,1,K1ABC FN42 33,-30,0,10.140200,0.25373781800044526
-30.5,-0.25,0.25,70,2026110270,1,K1ABC FN42 33,-31,0,10.140200,0.2397288190004474
-30.5,-0.25,0.25,71,2026110271,1,K1ABC FN42 33,-32,0,10.140200,0.2616263740001159
-30.5,-0.25,0.25,72,2026110272,1,K1ABC FN42 33,-30,0,10.140200,0.2675198069991893
-30.5,-0.25,0.25,68,2026110268,0,,,,,0.4837089410002591
-30.5,-0.25,0.25,73,2026110273,1,K1ABC FN42 33,-31,0,10.140200,0.2589941119995274
-30.5,-0.25,0.25,74,2026110274,1,K1ABC FN42 33,-31,0,10.140200,0.23170672400010517
-30.5,-0.25,0.25,76,2026110276,1,K1ABC FN42 33,-31,0,10.140200,0.2561731690002489
-30.5,-0.25,0.25,79,2026110279,1,K1ABC FN42 33,-30,0,10.140200,0.0823973409997052
-30.5,-0.25,0.25,77,2026110277,1,K1ABC FN42 33,-32,0,10.140200,0.2555483739997726
-30.5,-0.25,0.25,78,2026110278,1,K1ABC FN42 33,-30,0,10.140200,0.28554558099949645
-30.5,-0.25,0.25,75,2026110275,0,,,,,0.5091486309993343
-30.5,-0.25,0.25,81,2026110281,1,K1ABC FN42 33,-30,0,10.140200,0.08998063199942408
-30.5,-0.25,0.25,80,2026110280,1,K1ABC FN42 33,-32,0,10.140200,0.27261966099922574
-30.5,-0.25,0.25,82,2026110282,1,K1ABC FN42 33,-31,0,10.140200,0.24257153300004575
-30.5,-0.25,0.25,84,2026110284,1,K1ABC FN42 33,-31,0,10.140200,0.25103656400006
-30.5,-0.25,0.25,83,2026110283,1,K1ABC FN42 33,-30,0,10.140200,0.2925418009999703
-30.5,-0.25,0.25,86,2026110286,1,K1ABC FN42 33,-30,0,10.140200,0.23814655500063964
-30.5,-0.25,0.25,89,2026110289,1,K1ABC FN42 33,-30,0,10.140200,0.0849734499997794
-30.5,-0.25,0.25,87,2026110287,1,K1ABC FN42 33,-30,0,10.140200,0.28071435800029576
-30.5,-0.25,0.25,88,2026110288,1,K1ABC FN42 33,-30,0,10.140200,0.3019511170004989
-30.5,-0.25,0.25,92,2026110292,1,K1ABC FN42 33,-29,0,10.140200,0.04556815700016159
-30.5,-0.25,0.25,85,2026110285,0,,,,,0.5292010109997136
