requested_snr_db_2500hz,official_signal_amplitude,official_signal_power,measured_complex_noise_power_375hz,measured_noise_psd_power_per_hz,measured_noise_mean_real,measured_noise_mean_imag,inferred_snr_db_2500hz_exact_bandwidth,error_db
-20.0,0.36350885766583346,0.13213868960151917,2.0004432806834545,0.005334515415155878,0.00036220218197145093,0.01133932223092943,-20.040049874560374,-0.04004987456037412
-25.0,0.20441605273823477,0.04178592261708078,1.9932200742491146,0.005315253531330972,-0.003008117981635748,-0.0008315453857497308,-25.024339976965344,-0.024339976965343624
-30.0,0.11495159398699922,0.013213868960151916,2.014841848793703,0.005372911596783208,0.0036014073644376186,0.0018987633560786277,-30.071197079699978,-0.0711970796999779
