trajectory_id,noise_type,f_carrier_hz,sigma_y_ref,trajectory_index,seed,tau_seconds,allan_deviation
white_FM_t0010_f7000000_s1e-10,white_FM,7000000.0,1e-10,10,2026101009,32,8.759114386334656e-12
white_FM_t0011_f7000000_s1e-10,white_FM,7000000.0,1e-10,11,2026101010,1,1.0761803568555241e-10
white_FM_t0011_f7000000_s1e-10,white_FM,7000000.0,1e-10,11,2026101010,2,7.265893956496533e-11
white_FM_t0011_f7000000_s1e-10,white_FM,7000000.0,1e-10,11,2026101010,4,5.7272023378098117e-11
white_FM_t0011_f7000000_s1e-10,white_FM,7000000.0,1e-10,11,2026101010,8,2.635314069816614e-11
white_FM_t0011_f7000000_s1e-10,white_FM,7000000.0,1e-10,11,2026101010,16,1.7037969717118404e-11
white_FM_t0011_f7000000_s1e-10,white_FM,7000000.0,1e-10,11,2026101010,32,1.0159976596077462e-11
white_FM_t0012_f7000000_s1e-10,white_FM,7000000.0,1e-10,12,2026101011,1,1.0410739920556615e-10
white_FM_t0012_f7000000_s1e-10,white_FM,7000000.0,1e-10,12,2026101011,2,6.476650844848831e-11
white_FM_t0012_f7000000_s1e-10,white_FM,7000000.0,1e-10,12,2026101011,4,4.59256120600034e-11
white_FM_t0012_f7000000_s1e-10,white_FM,7000000.0,1e-10,12,2026101011,8,2.8705735716920336e-11
white_FM_t0012_f7000000_s1e-10,white_FM,7000000.0,1e-10,12,2026101011,16,1.4056084725219836e-11
white_FM_t0012_f7000000_s1e-10,white_FM,7000000.0,1e-10,12,2026101011,32,9.188675437904265e-12
white_FM_t0013_f7000000_s1e-10,white_FM,7000000.0,1e-10,13,2026101012,1,9.413751311628719e-11
white_FM_t0013_f7000000_s1e-10,white_FM,7000000.0,1e-10,13,2026101012,2,6.961066876299508e-11
white_FM_t0013_f7000000_s1e-10,white_FM,7000000.0,1e-10,13,2026101012,4,5.4410469395045416e-11
white_FM_t0013_f7000000_s1e-10,white_FM,7000000.0,1e-10,13,2026101012,8,4.244165325281342e-11
white_FM_t0013_f7000000_s1e-10,white_FM,7000000.0,1e-10,13,2026101012,16,2.258797192276721e-11
white_FM_t0013_f7000000_s1e-10,white_FM,7000000.0,1e-10,13,2026101012,32,1.0950681745445359e-11
white_FM_t0014_f7000000_s1e-10,white_FM,7000000.0,1e-10,14,2026101013,1,9.87707183515565e-11
white_FM_t0014_f7000000_s1e-10,white_FM,7000000.0,1e-10,14,2026101013,2,7.116667022941237e-11
white_FM_t0014_f7000000_s1e-10,white_FM,7000000.0,1e-10,14,2026101013,4,4.178215984133755e-11
white_FM_t0014_f7000000_s1e-10,white_FM,7000000.0,1e-10,14,2026101013,8,3.1978571426031605e-11
white_FM_t0014_f7000000_s1e-10,white_FM,7000000.0,1e-10,14,2026101013,16,3.033885850954248e-11
white_FM_t0014_f7000000_s1e-10,white_FM,7000000.0,1e-10,14,2026101013,32,3.263383090259059e-11
white_FM_t0015_f7000000_s1e-10,white_FM,7000000.0,1e-10,15,2026101014,1,1.2060597707395016e-10
white_FM_t0015_f7000000_s1e-10,white_FM,7000000.0,1e-10,15,2026101014,2,7.637413824839979e-11
white_FM_t0015_f7000000_s1e-10,white_FM,7000000.0,1e-10,15,2026101014,4,5.99777416616484e-11
white_FM_t0015_f7000000_s1e-10,white_FM,7000000.0,1e-10,15,2026101014,8,5.710723754881757e-11
white_FM_t0015_f7000000_s1e-10,white_FM,7000000.0,1e-10,15,2026101014,16,3.3719586921695543e-11
white_FM_t0015_f7000000_s1e-10,white_FM,7000000.0,1e-10,15,2026101014,32,1.3922248037246472e-11
white_FM_t0016_f7000000_s1e-10,white_FM,7000000.0,1e-10,16,2026101015,1,1.0298328805053044e-10
white_FM_t0016_f7000000_s1e-10,white_FM,7000000.0,1e-10,16,2026101015,2,7.21802542391492e-11
