trajectory_id,noise_type,f_carrier_hz,sigma_y_ref,trajectory_index,seed,tau_seconds,allan_deviation
white_FM_t0273_f7000000_s3e-09,white_FM,7000000.0,3e-09,273,2026101272,16,7.948274314723617e-10
white_FM_t0273_f7000000_s3e-09,white_FM,7000000.0,3e-09,273,2026101272,32,5.313812931042646e-10
white_FM_t0274_f7000000_s3e-09,white_FM,7000000.0,3e-09,274,2026101273,1,3.6814151170805463e-09
white_FM_t0274_f7000000_s3e-09,white_FM,7000000.0,3e-09,274,2026101273,2,2.326443942849044e-09
white_FM_t0274_f7000000_s3e-09,white_FM,7000000.0,3e-09,274,2026101273,4,1.5880293696850618e-09
white_FM_t0274_f7000000_s3e-09,white_FM,7000000.0,3e-09,274,2026101273,8,1.0393501966355506e-09
white_FM_t0274_f7000000_s3e-09,white_FM,7000000.0,3e-09,274,2026101273,16,8.489957214537104e-10
white_FM_t0274_f7000000_s3e-09,white_FM,7000000.0,3e-09,274,2026101273,32,4.923364645747631e-10
white_FM_t0275_f7000000_s3e-09,white_FM,7000000.0,3e-09,275,2026101274,1,2.7930750437339767e-09
white_FM_t0275_f7000000_s3e-09,white_FM,7000000.0,3e-09,275,2026101274,2,2.3520469476963134e-09
white_FM_t0275_f7000000_s3e-09,white_FM,7000000.0,3e-09,275,2026101274,4,1.309781624424318e-09
white_FM_t0275_f7000000_s3e-09,white_FM,7000000.0,3e-09,275,2026101274,8,7.55820362444057e-10
white_FM_t0275_f7000000_s3e-09,white_FM,7000000.0,3e-09,275,2026101274,16,5.516141483302124e-10
white_FM_t0275_f7000000_s3e-09,white_FM,7000000.0,3e-09,275,2026101274,32,4.28615450551742e-10
white_FM_t0276_f7000000_s3e-09,white_FM,7000000.0,3e-09,276,2026101275,1,2.478072596714455e-09
white_FM_t0276_f7000000_s3e-09,white_FM,7000000.0,3e-09,276,2026101275,2,2.020528166002347e-09
white_FM_t0276_f7000000_s3e-09,white_FM,7000000.0,3e-09,276,2026101275,4,1.477612813602867e-09
white_FM_t0276_f7000000_s3e-09,white_FM,7000000.0,3e-09,276,2026101275,8,8.689971415683029e-10
white_FM_t0276_f7000000_s3e-09,white_FM,7000000.0,3e-09,276,2026101275,16,6.231072467340749e-10
white_FM_t0276_f7000000_s3e-09,white_FM,7000000.0,3e-09,276,2026101275,32,3.7801739984846837e-10
white_FM_t0277_f7000000_s3e-09,white_FM,7000000.0,3e-09,277,2026101276,1,2.9121317819760034e-09
white_FM_t0277_f7000000_s3e-09,white_FM,7000000.0,3e-09,277,2026101276,2,1.9656323011351762e-09
white_FM_t0277_f7000000_s3e-09,white_FM,7000000.0,3e-09,277,2026101276,4,1.548430947772153e-09
white_FM_t0277_f7000000_s3e-09,white_FM,7000000.0,3e-09,277,2026101276,8,1.1794538654190055e-09
white_FM_t0277_f7000000_s3e-09,white_FM,7000000.0,3e-09,277,2026101276,16,1.0897491237173175e-09
white_FM_t0277_f7000000_s3e-09,white_FM,7000000.0,3e-09,277,2026101276,32,5.774724088982596e-10
white_FM_t0278_f7000000_s3e-09,white_FM,7000000.0,3e-09,278,2026101277,1,3.146647584122803e-09
white_FM_t0278_f7000000_s3e-09,white_FM,7000000.0,3e-09,278,2026101277,2,2.11927128014295e-09
white_FM_t0278_f7000000_s3e-09,white_FM,7000000.0,3e-09,278,2026101277,4,1.3172185934558386e-09
white_FM_t0278_f7000000_s3e-09,white_FM,7000000.0,3e-09,278,2026101277,8,8.751022940461006e-10
white_FM_t0278_f7000000_s3e-09,white_FM,7000000.0,3e-09,278,2026101277,16,4.1082548250370815e-10
white_FM_t0278_f7000000_s3e-09,white_FM,7000000.0,3e-09,278,2026101277,32,2.671799194001985e-10
white_FM_t0279_f7000000_s3e-09,white_FM,7000000.0,3e-09,279,2026101278,1,2.851518519697293e-09
white_FM_t0279_f7000000_s3e-09,white_FM,7000000.0,3e-09,279,2026101278,2,2.151457507833354e-09
white_FM_t0279_f7000000_s3e-09,white_FM,7000000.0,3e-09,279,2026101278,4,1.2511172646699076e-09
white_FM_t0279_f7000000_s3e-09,white_FM,7000000.0,3e-09,279,2026101278,8,8.408122713758986e-10
white_FM_t0279_f7000000_s3e-09,white_FM,7000000.0,3e-09,279,2026101278,16,5.056744712878236e-10
white_FM_t0279_f7000000_s3e-09,white_FM,7000000.0,3e-09,279,2026101278,32,5.237870483126022e-10
white_FM_t0280_f7000000_s3e-09,white_FM,7000000.0,3e-09,280,2026101279,1,3.1606261859071594e-09
white_FM_t0280_f7000000_s3e-09,white_FM,7000000.0,3e-09,280,2026101279,2,2.1723043106113113e-09
white_FM_t0280_f7000000_s3e-09,white_FM,7000000.0,3e-09,280,2026101279,4,1.548488290367236e-09
white_FM_t0280_f7000000_s3e-09,white_FM,7000000.0,3e-09,280,2026101279,8,1.1806735045382697e-09
white_FM_t0280_f7000000_s3e-09,white_FM,7000000.0,3e-09,280,2026101279,16,6.352842472672664e-10
white_FM_t0280_f7000000_s3e-09,white_FM,7000000.0,3e-09,280,2026101279,32,5.024509509117694e-10
white_FM_t0281_f7000000_s3e-09,white_FM,7000000.0,3e-09,281,2026101280,1,2.945018741629187e-09
white_FM_t0281_f7000000_s3e-09,white_FM,7000000.0,3e-09,281,2026101280,2,2.062731296739961e-09
white_FM_t0281_f7000000_s3e-09,white_FM,7000000.0,3e-09,281,2026101280,4,1.6294605857222473e-09
white_FM_t0281_f7000000_s3e-09,white_FM,7000000.0,3e-09,281,2026101280,8,1.0481911269842816e-09
white_FM_t0281_f7000000_s3e-09,white_FM,7000000.0,3e-09,281,2026101280,16,9.857146838201664e-10
white_FM_t0281_f7000000_s3e-09,white_FM,7000000.0,3e-09,281,2026101280,32,8.054392123674326e-10
white_FM_t0282_f7000000_s3e-09,white_FM,7000000.0,3e-09,282,2026101281,1,3.374841893628272e-09
white_FM_t0282_f7000000_s3e-09,white_FM,7000000.0,3e-09,282,2026101281,2,2.3399107776488965e-09
white_FM_t0282_f7000000_s3e-09,white_FM,7000000.0,3e-09,282,2026101281,4,1.3948550661928363e-09
white_FM_t0282_f7000000_s3e-09,white_FM,7000000.0,3e-09,282,2026101281,8,8.332962036918149e-10
white_FM_t0282_f7000000_s3e-09,white_FM,7000000.0,3e-09,282,2026101281,16,6.315909831543364e-10
white_FM_t0282_f7000000_s3e-09,white_FM,7000000.0,3e-09,282,2026101281,32,5.006375346686777e-10
white_FM_t0283_f7000000_s3e-09,white_FM,7000000.0,3e-09,283,2026101282,1,3.103424684514014e-09
white_FM_t0283_f7000000_s3e-09,white_FM,7000000.0,3e-09,283,2026101282,2,1.9851943156020147e-09
white_FM_t0283_f7000000_s3e-09,white_FM,7000000.0,3e-09,283,2026101282,4,1.6969692996456753e-09
white_FM_t0283_f7000000_s3e-09,white_FM,7000000.0,3e-09,283,2026101282,8,9.807884945028985e-10
white_FM_t0283_f7000000_s3e-09,white_FM,7000000.0,3e-09,283,2026101282,16,7.292486234359841e-10
white_FM_t0283_f7000000_s3e-09,white_FM,7000000.0,3e-09,283,2026101282,32,5.692564280481151e-10
white_FM_t0284_f7000000_s3e-09,white_FM,7000000.0,3e-09,284,2026101283,1,3.041542593259051e-09
white_FM_t0284_f7000000_s3e-09,white_FM,7000000.0,3e-09,284,2026101283,2,2.2180915719800627e-09
white_FM_t0284_f7000000_s3e-09,white_FM,7000000.0,3e-09,284,2026101283,4,1.6245564761541518e-09
white_FM_t0284_f7000000_s3e-09,white_FM,7000000.0,3e-09,284,2026101283,8,1.2982460078266755e-09
white_FM_t0284_f7000000_s3e-09,white_FM,7000000.0,3e-09,284,2026101283,16,7.664901212029741e-10
white_FM_t0284_f7000000_s3e-09,white_FM,7000000.0,3e-09,284,2026101283,32,5.385714439508507e-10
white_FM_t0285_f7000000_s3e-09,white_FM,7000000.0,3e-09,285,2026101284,1,2.7253786011090874e-09
white_FM_t0285_f7000000_s3e-09,white_FM,7000000.0,3e-09,285,2026101284,2,2.1586977406717086e-09
white_FM_t0285_f7000000_s3e-09,white_FM,7000000.0,3e-09,285,2026101284,4,1.3701339709541084e-09
white_FM_t0285_f7000000_s3e-09,white_FM,7000000.0,3e-09,285,2026101284,8,9.361403833010484e-10
white_FM_t0285_f7000000_s3e-09,white_FM,7000000.0,3e-09,285,2026101284,16,7.710224170865598e-10
white_FM_t0285_f7000000_s3e-09,white_FM,7000000.0,3e-09,285,2026101284,32,5.989722263006686e-10
white_FM_t0286_f7000000_s3e-09,white_FM,7000000.0,3e-09,286,2026101285,1,2.9015862226295098e-09
white_FM_t0286_f7000000_s3e-09,white_FM,7000000.0,3e-09,286,2026101285,2,1.968388224046372e-09
white_FM_t0286_f7000000_s3e-09,white_FM,7000000.0,3e-09,286,2026101285,4,1.3955594935943257e-09
white_FM_t0286_f7000000_s3e-09,white_FM,7000000.0,3e-09,286,2026101285,8,1.0032903336587505e-09
white_FM_t0286_f7000000_s3e-09,white_FM,7000000.0,3e-09,286,2026101285,16,7.22508849930051e-10
white_FM_t0286_f7000000_s3e-09,white_FM,7000000.0,3e-09,286,2026101285,32,8.182871059433535e-10
white_FM_t0287_f7000000_s3e-09,white_FM,7000000.0,3e-09,287,2026101286,1,3.2196915830433034e-09
white_FM_t0287_f7000000_s3e-09,white_FM,7000000.0,3e-09,287,2026101286,2,1.9961670274761565e-09
white_FM_t0287_f7000000_s3e-09,white_FM,7000000.0,3e-09,287,2026101286,4,1.3844705431846962e-09
white_FM_t0287_f7000000_s3e-09,white_FM,7000000.0,3e-09,287,2026101286,8,9.679175042912585e-10
white_FM_t0287_f7000000_s3e-09,white_FM,7000000.0,3e-09,287,2026101286,16,9.027821379430762e-10
white_FM_t0287_f7000000_s3e-09,white_FM,7000000.0,3e-09,287,2026101286,32,1.1743337776008622e-09
white_FM_t0288_f7000000_s3e-09,white_FM,7000000.0,3e-09,288,2026101287,1,3.010817432103728e-09
white_FM_t0288_f7000000_s3e-09,white_FM,7000000.0,3e-09,288,2026101287,2,2.150019681961783e-09
white_FM_t0288_f7000000_s3e-09,white_FM,7000000.0,3e-09,288,2026101287,4,1.406636315105485e-09
white_FM_t0288_f7000000_s3e-09,white_FM,7000000.0,3e-09,288,2026101287,8,1.0543139374297236e-09
white_FM_t0288_f7000000_s3e-09,white_FM,7000000.0,3e-09,288,2026101287,16,7.995323382929757e-10
white_FM_t0288_f7000000_s3e-09,white_FM,7000000.0,3e-09,288,2026101287,32,8.286425652784094e-10
white_FM_t0289_f7000000_s3e-09,white_FM,7000000.0,3e-09,289,2026101288,1,2.955714761437786e-09
white_FM_t0289_f7000000_s3e-09,white_FM,7000000.0,3e-09,289,2026101288,2,1.862724296722176e-09
white_FM_t0289_f7000000_s3e-09,white_FM,7000000.0,3e-09,289,2026101288,4,1.6185648818758391e-09
white_FM_t0289_f7000000_s3e-09,white_FM,7000000.0,3e-09,289,2026101288,8,1.1677071551174408e-09
white_FM_t0289_f7000000_s3e-09,white_FM,7000000.0,3e-09,289,2026101288,16,7.500703323199502e-10
white_FM_t0289_f7000000_s3e-09,white_FM,7000000.0,3e-09,289,2026101288,32,5.97566402885023e-10
white_FM_t0290_f7000000_s3e-09,white_FM,7000000.0,3e-09,290,2026101289,1,2.7857825314937937e-09
white_FM_t0290_f7000000_s3e-09,white_FM,7000000.0,3e-09,290,2026101289,2,2.0267420288133855e-09
white_FM_t0290_f7000000_s3e-09,white_FM,7000000.0,3e-09,290,2026101289,4,1.638868393656909e-09
white_FM_t0290_f7000000_s3e-09,white_FM,7000000.0,3e-09,290,2026101289,8,1.1037995814144371e-09
white_FM_t0290_f7000000_s3e-09,white_FM,7000000.0,3e-09,290,2026101289,16,7.684516998477968e-10
white_FM_t0290_f7000000_s3e-09,white_FM,7000000.0,3e-09,290,2026101289,32,5.981155612504065e-10
white_FM_t0291_f7000000_s3e-09,white_FM,7000000.0,3e-09,291,2026101290,1,2.878506959036961e-09
white_FM_t0291_f7000000_s3e-09,white_FM,7000000.0,3e-09,291,2026101290,2,1.9099585453462457e-09
white_FM_t0291_f7000000_s3e-09,white_FM,7000000.0,3e-09,291,2026101290,4,1.2166835901126536e-09
white_FM_t0291_f7000000_s3e-09,white_FM,7000000.0,3e-09,291,2026101290,8,9.350720011005462e-10
white_FM_t0291_f7000000_s3e-09,white_FM,7000000.0,3e-09,291,2026101290,16,7.603265999595945e-10
white_FM_t0291_f7000000_s3e-09,white_FM,7000000.0,3e-09,291,2026101290,32,5.570257697323959e-10
white_FM_t0292_f7000000_s3e-09,white_FM,7000000.0,3e-09,292,2026101291,1,3.306875928173434e-09
white_FM_t0292_f7000000_s3e-09,white_FM,7000000.0,3e-09,292,2026101291,2,2.134402190662748e-09
white_FM_t0292_f7000000_s3e-09,white_FM,7000000.0,3e-09,292,2026101291,4,1.5742327554601178e-09
white_FM_t0292_f7000000_s3e-09,white_FM,7000000.0,3e-09,292,2026101291,8,1.0340534373059112e-09
white_FM_t0292_f7000000_s3e-09,white_FM,7000000.0,3e-09,292,2026101291,16,5.019709822107481e-10
white_FM_t0292_f7000000_s3e-09,white_FM,7000000.0,3e-09,292,2026101291,32,4.3270035110546405e-10
white_FM_t0293_f7000000_s3e-09,white_FM,7000000.0,3e-09,293,2026101292,1,2.8541350216547822e-09
white_FM_t0293_f7000000_s3e-09,white_FM,7000000.0,3e-09,293,2026101292,2,2.0786656377944696e-09
white_FM_t0293_f7000000_s3e-09,white_FM,7000000.0,3e-09,293,2026101292,4,1.6241863813483178e-09
white_FM_t0293_f7000000_s3e-09,white_FM,7000000.0,3e-09,293,2026101292,8,9.409302260869633e-10
white_FM_t0293_f7000000_s3e-09,white_FM,7000000.0,3e-09,293,2026101292,16,5.509886528376506e-10
white_FM_t0293_f7000000_s3e-09,white_FM,7000000.0,3e-09,293,2026101292,32,3.1869125291137616e-10
white_FM_t0294_f7000000_s3e-09,white_FM,7000000.0,3e-09,294,2026101293,1,2.7797758375985278e-09
white_FM_t0294_f7000000_s3e-09,white_FM,7000000.0,3e-09,294,2026101293,2,1.870109359000396e-09
white_FM_t0294_f7000000_s3e-09,white_FM,7000000.0,3e-09,294,2026101293,4,1.4185334177770894e-09
white_FM_t0294_f7000000_s3e-09,white_FM,7000000.0,3e-09,294,2026101293,8,8.374672237729022e-10
white_FM_t0294_f7000000_s3e-09,white_FM,7000000.0,3e-09,294,2026101293,16,6.48780012706177e-10
white_FM_t0294_f7000000_s3e-09,white_FM,7000000.0,3e-09,294,2026101293,32,4.660367609114551e-10
white_FM_t0295_f7000000_s3e-09,white_FM,7000000.0,3e-09,295,2026101294,1,2.9419667062966e-09
white_FM_t0295_f7000000_s3e-09,white_FM,7000000.0,3e-09,295,2026101294,2,2.397269538626134e-09
white_FM_t0295_f7000000_s3e-09,white_FM,7000000.0,3e-09,295,2026101294,4,1.4088472396331084e-09
white_FM_t0295_f7000000_s3e-09,white_FM,7000000.0,3e-09,295,2026101294,8,8.497437479186747e-10
white_FM_t0295_f7000000_s3e-09,white_FM,7000000.0,3e-09,295,2026101294,16,5.493284367780055e-10
white_FM_t0295_f7000000_s3e-09,white_FM,7000000.0,3e-09,295,2026101294,32,5.303668528498712e-10
white_FM_t0296_f7000000_s3e-09,white_FM,7000000.0,3e-09,296,2026101295,1,2.9830711875253803e-09
white_FM_t0296_f7000000_s3e-09,white_FM,7000000.0,3e-09,296,2026101295,2,2.4295907359336464e-09
white_FM_t0296_f7000000_s3e-09,white_FM,7000000.0,3e-09,296,2026101295,4,1.4731165709621721e-09
white_FM_t0296_f7000000_s3e-09,white_FM,7000000.0,3e-09,296,2026101295,8,9.752837822352807e-10
white_FM_t0296_f7000000_s3e-09,white_FM,7000000.0,3e-09,296,2026101295,16,6.865213072071951e-10
white_FM_t0296_f7000000_s3e-09,white_FM,7000000.0,3e-09,296,2026101295,32,3.405864064079557e-10
white_FM_t0297_f7000000_s3e-09,white_FM,7000000.0,3e-09,297,2026101296,1,3.090384135631746e-09
white_FM_t0297_f7000000_s3e-09,white_FM,7000000.0,3e-09,297,2026101296,2,2.248684373616267e-09
white_FM_t0297_f7000000_s3e-09,white_FM,7000000.0,3e-09,297,2026101296,4,1.6719351747581153e-09
white_FM_t0297_f7000000_s3e-09,white_FM,7000000.0,3e-09,297,2026101296,8,1.0555496787850362e-09
white_FM_t0297_f7000000_s3e-09,white_FM,7000000.0,3e-09,297,2026101296,16,7.867265253788702e-10
white_FM_t0297_f7000000_s3e-09,white_FM,7000000.0,3e-09,297,2026101296,32,6.98420099517045e-10
white_FM_t0298_f7000000_s3e-09,white_FM,7000000.0,3e-09,298,2026101297,1,3.4203805303893165e-09
white_FM_t0298_f7000000_s3e-09,white_FM,7000000.0,3e-09,298,2026101297,2,2.2598826659002877e-09
white_FM_t0298_f7000000_s3e-09,white_FM,7000000.0,3e-09,298,2026101297,4,1.5211667101277906e-09
white_FM_t0298_f7000000_s3e-09,white_FM,7000000.0,3e-09,298,2026101297,8,1.0714231065912834e-09
white_FM_t0298_f7000000_s3e-09,white_FM,7000000.0,3e-09,298,2026101297,16,1.056611232676316e-09
white_FM_t0298_f7000000_s3e-09,white_FM,7000000.0,3e-09,298,2026101297,32,9.654216592127661e-10
white_FM_t0299_f7000000_s3e-09,white_FM,7000000.0,3e-09,299,2026101298,1,2.873579773601025e-09
white_FM_t0299_f7000000_s3e-09,white_FM,7000000.0,3e-09,299,2026101298,2,2.15249026624195e-09
white_FM_t0299_f7000000_s3e-09,white_FM,7000000.0,3e-09,299,2026101298,4,1.6356863005666173e-09
white_FM_t0299_f7000000_s3e-09,white_FM,7000000.0,3e-09,299,2026101298,8,1.4854334086213126e-09
white_FM_t0299_f7000000_s3e-09,white_FM,7000000.0,3e-09,299,2026101298,16,7.996990471967932e-10
white_FM_t0299_f7000000_s3e-09,white_FM,7000000.0,3e-09,299,2026101298,32,7.838961206790106e-10
white_FM_t0300_f7000000_s3e-09,white_FM,7000000.0,3e-09,300,2026101299,1,3.0961570261597056e-09
white_FM_t0300_f7000000_s3e-09,white_FM,7000000.0,3e-09,300,2026101299,2,2.4692708006878217e-09
white_FM_t0300_f7000000_s3e-09,white_FM,7000000.0,3e-09,300,2026101299,4,1.661490450581139e-09
white_FM_t0300_f7000000_s3e-09,white_FM,7000000.0,3e-09,300,2026101299,8,1.2362723432644714e-09
white_FM_t0300_f7000000_s3e-09,white_FM,7000000.0,3e-09,300,2026101299,16,9.575215404198984e-10
white_FM_t0300_f7000000_s3e-09,white_FM,7000000.0,3e-09,300,2026101299,32,4.1868961251591264e-10
white_FM_t0301_f7000000_s3e-09,white_FM,7000000.0,3e-09,301,2026101300,1,3.6431142288246366e-09
white_FM_t0301_f7000000_s3e-09,white_FM,7000000.0,3e-09,301,2026101300,2,2.310113251406973e-09
white_FM_t0301_f7000000_s3e-09,white_FM,7000000.0,3e-09,301,2026101300,4,1.6860871719268384e-09
white_FM_t0301_f7000000_s3e-09,white_FM,7000000.0,3e-09,301,2026101300,8,1.1324474865285971e-09
white_FM_t0301_f7000000_s3e-09,white_FM,7000000.0,3e-09,301,2026101300,16,7.612262668436894e-10
white_FM_t0301_f7000000_s3e-09,white_FM,7000000.0,3e-09,301,2026101300,32,2.42624192624312e-10
white_FM_t0302_f7000000_s3e-09,white_FM,7000000.0,3e-09,302,2026101301,1,2.619159034516452e-09
white_FM_t0302_f7000000_s3e-09,white_FM,7000000.0,3e-09,302,2026101301,2,1.999273392563035e-09
white_FM_t0302_f7000000_s3e-09,white_FM,7000000.0,3e-09,302,2026101301,4,1.4662189565879201e-09
white_FM_t0302_f7000000_s3e-09,white_FM,7000000.0,3e-09,302,2026101301,8,1.297416851223261e-09
white_FM_t0302_f7000000_s3e-09,white_FM,7000000.0,3e-09,302,2026101301,16,1.1052022506523696e-09
white_FM_t0302_f7000000_s3e-09,white_FM,7000000.0,3e-09,302,2026101301,32,4.736542601818813e-10
white_FM_t0303_f7000000_s3e-09,white_FM,7000000.0,3e-09,303,2026101302,1,3.357691745165431e-09
white_FM_t0303_f7000000_s3e-09,white_FM,7000000.0,3e-09,303,2026101302,2,2.49118671764892e-09
white_FM_t0303_f7000000_s3e-09,white_FM,7000000.0,3e-09,303,2026101302,4,1.4964189537675965e-09
white_FM_t0303_f7000000_s3e-09,white_FM,7000000.0,3e-09,303,2026101302,8,1.2635241625860612e-09
white_FM_t0303_f7000000_s3e-09,white_FM,7000000.0,3e-09,303,2026101302,16,8.593477591642795e-10
white_FM_t0303_f7000000_s3e-09,white_FM,7000000.0,3e-09,303,2026101302,32,7.782074483742268e-10
white_FM_t0304_f7000000_s3e-09,white_FM,7000000.0,3e-09,304,2026101303,1,2.7172339415178755e-09
white_FM_t0304_f7000000_s3e-09,white_FM,7000000.0,3e-09,304,2026101303,2,1.9273540996033454e-09
white_FM_t0304_f7000000_s3e-09,white_FM,7000000.0,3e-09,304,2026101303,4,1.4939044255630814e-09
white_FM_t0304_f7000000_s3e-09,white_FM,7000000.0,3e-09,304,2026101303,8,1.0735869569330944e-09
white_FM_t0304_f7000000_s3e-09,white_FM,7000000.0,3e-09,304,2026101303,16,7.861687482765859e-10
white_FM_t0304_f7000000_s3e-09,white_FM,7000000.0,3e-09,304,2026101303,32,6.46742595068979e-10
white_FM_t0305_f7000000_s3e-09,white_FM,7000000.0,3e-09,305,2026101304,1,3.0573461980113052e-09
white_FM_t0305_f7000000_s3e-09,white_FM,7000000.0,3e-09,305,2026101304,2,2.164662159110077e-09
white_FM_t0305_f7000000_s3e-09,white_FM,7000000.0,3e-09,305,2026101304,4,1.3230009426480807e-09
white_FM_t0305_f7000000_s3e-09,white_FM,7000000.0,3e-09,305,2026101304,8,1.152146404766638e-09
white_FM_t0305_f7000000_s3e-09,white_FM,7000000.0,3e-09,305,2026101304,16,9.0972965487043e-10
white_FM_t0305_f7000000_s3e-09,white_FM,7000000.0,3e-09,305,2026101304,32,1.0263421567828962e-09
white_FM_t0306_f7000000_s3e-09,white_FM,7000000.0,3e-09,306,2026101305,1,3.6042164056481678e-09
white_FM_t0306_f7000000_s3e-09,white_FM,7000000.0,3e-09,306,2026101305,2,2.3599965824559284e-09
white_FM_t0306_f7000000_s3e-09,white_FM,7000000.0,3e-09,306,2026101305,4,1.5900015855676453e-09
white_FM_t0306_f7000000_s3e-09,white_FM,7000000.0,3e-09,306,2026101305,8,8.754003493491391e-10
white_FM_t0306_f7000000_s3e-09,white_FM,7000000.0,3e-09,306,2026101305,16,7.436432467223886e-10
white_FM_t0306_f7000000_s3e-09,white_FM,7000000.0,3e-09,306,2026101305,32,4.5435891293545485e-10
white_FM_t0307_f7000000_s3e-09,white_FM,7000000.0,3e-09,307,2026101306,1,3.1495885676104155e-09
white_FM_t0307_f7000000_s3e-09,white_FM,7000000.0,3e-09,307,2026101306,2,1.979937425371391e-09
white_FM_t0307_f7000000_s3e-09,white_FM,7000000.0,3e-09,307,2026101306,4,1.4621350681610733e-09
white_FM_t0307_f7000000_s3e-09,white_FM,7000000.0,3e-09,307,2026101306,8,9.606974015847852e-10
white_FM_t0307_f7000000_s3e-09,white_FM,7000000.0,3e-09,307,2026101306,16,4.420097728636255e-10
white_FM_t0307_f7000000_s3e-09,white_FM,7000000.0,3e-09,307,2026101306,32,3.4774989941768944e-10
white_FM_t0308_f7000000_s3e-09,white_FM,7000000.0,3e-09,308,2026101307,1,3.185362814186188e-09
white_FM_t0308_f7000000_s3e-09,white_FM,7000000.0,3e-09,308,2026101307,2,2.280550253725639e-09
white_FM_t0308_f7000000_s3e-09,white_FM,7000000.0,3e-09,308,2026101307,4,1.364041745452658e-09
white_FM_t0308_f7000000_s3e-09,white_FM,7000000.0,3e-09,308,2026101307,8,6.077866937845091e-10
white_FM_t0308_f7000000_s3e-09,white_FM,7000000.0,3e-09,308,2026101307,16,4.4165019527121826e-10
white_FM_t0308_f7000000_s3e-09,white_FM,7000000.0,3e-09,308,2026101307,32,3.549522997162249e-10
white_FM_t0309_f7000000_s3e-09,white_FM,7000000.0,3e-09,309,2026101308,1,3.188528174834979e-09
white_FM_t0309_f7000000_s3e-09,white_FM,7000000.0,3e-09,309,2026101308,2,1.9712661521565773e-09
white_FM_t0309_f7000000_s3e-09,white_FM,7000000.0,3e-09,309,2026101308,4,1.3085544190301165e-09
white_FM_t0309_f7000000_s3e-09,white_FM,7000000.0,3e-09,309,2026101308,8,9.594732053167046e-10
white_FM_t0309_f7000000_s3e-09,white_FM,7000000.0,3e-09,309,2026101308,16,7.691314489322016e-10
white_FM_t0309_f7000000_s3e-09,white_FM,7000000.0,3e-09,309,2026101308,32,7.928491261592848e-10
white_FM_t0310_f7000000_s3e-09,white_FM,7000000.0,3e-09,310,2026101309,1,3.1276273347951947e-09
white_FM_t0310_f7000000_s3e-09,white_FM,7000000.0,3e-09,310,2026101309,2,1.9793877092012455e-09
white_FM_t0310_f7000000_s3e-09,white_FM,7000000.0,3e-09,310,2026101309,4,1.070834649588553e-09
white_FM_t0310_f7000000_s3e-09,white_FM,7000000.0,3e-09,310,2026101309,8,7.308376541445511e-10
white_FM_t0310_f7000000_s3e-09,white_FM,7000000.0,3e-09,310,2026101309,16,5.104267652279816e-10
white_FM_t0310_f7000000_s3e-09,white_FM,7000000.0,3e-09,310,2026101309,32,3.597676715023006e-10
white_FM_t0311_f7000000_s3e-09,white_FM,7000000.0,3e-09,311,2026101310,1,2.9645529378807136e-09
white_FM_t0311_f7000000_s3e-09,white_FM,7000000.0,3e-09,311,2026101310,2,2.097488156885322e-09
white_FM_t0311_f7000000_s3e-09,white_FM,7000000.0,3e-09,311,2026101310,4,1.244195098671748e-09
white_FM_t0311_f7000000_s3e-09,white_FM,7000000.0,3e-09,311,2026101310,8,9.044176156992542e-10
white_FM_t0311_f7000000_s3e-09,white_FM,7000000.0,3e-09,311,2026101310,16,9.331274046553382e-10
white_FM_t0311_f7000000_s3e-09,white_FM,7000000.0,3e-09,311,2026101310,32,8.999378097188459e-10
white_FM_t0312_f7000000_s3e-09,white_FM,7000000.0,3e-09,312,2026101311,1,3.065193655686406e-09
white_FM_t0312_f7000000_s3e-09,white_FM,7000000.0,3e-09,312,2026101311,2,1.94720165875692e-09
white_FM_t0312_f7000000_s3e-09,white_FM,7000000.0,3e-09,312,2026101311,4,1.268583090763188e-09
white_FM_t0312_f7000000_s3e-09,white_FM,7000000.0,3e-09,312,2026101311,8,8.724871271628733e-10
white_FM_t0312_f7000000_s3e-09,white_FM,7000000.0,3e-09,312,2026101311,16,6.66367049600918e-10
white_FM_t0312_f7000000_s3e-09,white_FM,7000000.0,3e-09,312,2026101311,32,6.295658727572877e-10
white_FM_t0313_f7000000_s3e-09,white_FM,7000000.0,3e-09,313,2026101312,1,3.1192429119043724e-09
white_FM_t0313_f7000000_s3e-09,white_FM,7000000.0,3e-09,313,2026101312,2,2.1402184712673113e-09
white_FM_t0313_f7000000_s3e-09,white_FM,7000000.0,3e-09,313,2026101312,4,1.7740830370420752e-09
white_FM_t0313_f7000000_s3e-09,white_FM,7000000.0,3e-09,313,2026101312,8,1.230239197444158e-09
white_FM_t0313_f7000000_s3e-09,white_FM,7000000.0,3e-09,313,2026101312,16,4.5934606304275457e-10
white_FM_t0313_f7000000_s3e-09,white_FM,7000000.0,3e-09,313,2026101312,32,3.743919867557969e-10
white_FM_t0314_f7000000_s3e-09,white_FM,7000000.0,3e-09,314,2026101313,1,2.5669145495571023e-09
white_FM_t0314_f7000000_s3e-09,white_FM,7000000.0,3e-09,314,2026101313,2,1.8986794015785833e-09
white_FM_t0314_f7000000_s3e-09,white_FM,7000000.0,3e-09,314,2026101313,4,1.3022933426024372e-09
white_FM_t0314_f7000000_s3e-09,white_FM,7000000.0,3e-09,314,2026101313,8,9.091596444540162e-10
white_FM_t0314_f7000000_s3e-09,white_FM,7000000.0,3e-09,314,2026101313,16,7.627726724246333e-10
