noise_type,f_carrier_hz,sigma_y_ref,n,descriptor,mean,std,median,p05,p25,p75,p95
white_FM,7000000.0,3e-09,500,max_abs_phase_rad,0.8444983565203594,0.2071245867015688,0.8242165393886943,0.5428251677472706,0.700622994848572,0.9672961259137725,1.220535816962741
white_FM,7000000.0,3e-09,500,phase_rms_rad,0.35403672971685707,0.10645069481834248,0.33902478220627846,0.21129951306430397,0.28194196617538936,0.4077587428718573,0.5537998152702684
white_FM,7000000.0,3e-09,500,fitted_constant_hz,-8.267386494211615e-05,0.002287521904401928,-3.998632696385884e-05,-0.0038049415476919565,-0.0015870710595237833,0.0013784345997697918,0.0035538297287024487
white_FM,7000000.0,3e-09,500,fitted_linear_coefficient,-0.00013285643004437103,0.0035628213750132577,-5.923461618214735e-05,-0.006203459100067133,-0.0025918736522368086,0.0026227777295426973,0.0052842870915042785
white_FM,7000000.0,1e-08,500,frequency_rms_hz,0.0698007021078891,0.0050075190015787495,0.06952265103270508,0.062003215640557385,0.06639793912595257,0.07306358971086704,0.07809049871270786
white_FM,7000000.0,1e-08,500,max_abs_frequency_hz,0.1946185034656156,0.02715229278363977,0.19177439617332828,0.15559611823570485,0.1747643359146576,0.2102357924879814,0.2453386257447854
white_FM,7000000.0,1e-08,500,peak_to_peak_hz,0.3566715428974171,0.04203875142952489,0.35345881238331345,0.29462398259854145,0.3268823126362137,0.38323432160581233,0.43476989701262936
white_FM,7000000.0,1e-08,500,residual_frequency_rms_hz,0.06904644964872939,0.004967924907696539,0.06862226013739164,0.06149201007594919,0.06577502098784561,0.07229923321333195,0.07767786877453046
white_FM,7000000.0,1e-08,500,residual_max_abs_frequency_hz,0.19283652452772068,0.02792607055959081,0.18924094958334706,0.15499467035157363,0.1723662024041487,0.20906850700385113,0.24274325263363442
white_FM,7000000.0,1e-08,500,residual_peak_to_peak_hz,0.3550225109802279,0.04223953508108434,0.3520494486149797,0.2933561867527224,0.3242602957736943,0.38131290347376934,0.43130535062167336
