impairment_type,snr_db,value_hz,n,successes,p_decode,ci_low,ci_high,mean_runtime_seconds
cfo,-29.0,-100.0,1,1,1.0,0.20654931437723745,1.0,0.224856176999765
cfo,-29.0,0.0,1,1,1.0,0.20654931437723745,1.0,0.10808116099997278
cfo,-29.0,100.0,1,1,1.0,0.20654931437723745,1.0,0.1087874129998454
