impairment_type,snr_db,value_hz,n,successes,p_decode,ci_low,ci_high,mean_runtime_seconds
linear,-31.0,-2.0,10,1,0.1,0.017876213095072896,0.4041500267952385,0.11941039680014001
linear,-31.0,0.0,10,7,0.7,0.39677814746114537,0.8922087325936989,0.2614493039000081
linear,-31.0,2.0,10,0,0.0,0.0,0.2775327998628892,0.09460760829997525
