experiment,trial_id,seed,message,snr_db,no_noise,impairment_type,cfo_hz,linear_drift_parameter,quadratic_parameter,A_res_hz,decoded_success,decoded_message,reported_snr,reported_frequency,reported_drift,decoder_exit_status,runtime_seconds,wsprd_version,decoder_stdout,decoder_stderr
frequency_linear,19,2026092536,K1ABC FN42 33,-20.0,False,linear,,4.0,,,1,K1ABC FN42 33,-21,10.140200,4,0,0.0532511239998712,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -21  0.0  10.140200  4  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,18,2026092535,K1ABC FN42 33,-20.0,False,linear,,4.0,,,1,K1ABC FN42 33,-21,10.140200,4,0,0.06028875099946163,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -21  0.0  10.140200  4  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,17,2026092534,K1ABC FN42 33,-20.0,False,linear,,4.0,,,1,K1ABC FN42 33,-21,10.140200,4,0,0.05430352099938318,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -21  0.1  10.140200  4  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,16,2026092533,K1ABC FN42 33,-20.0,False,linear,,4.0,,,1,K1ABC FN42 33,-21,10.140200,4,0,0.06188225500045519,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -21  0.1  10.140200  4  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,15,2026092532,K1ABC FN42 33,-20.0,False,linear,,4.0,,,1,K1ABC FN42 33,-21,10.140200,4,0,0.05545395000081044,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -21 -0.0  10.140200  4  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,14,2026092531,K1ABC FN42 33,-20.0,False,linear,,4.0,,,1,K1ABC FN42 33,-21,10.140200,4,0,0.055174321998492815,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -21 -0.1  10.140200  4  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,13,2026092530,K1ABC FN42 33,-20.0,False,linear,,4.0,,,1,K1ABC FN42 33,-21,10.140200,4,0,0.06169472599867731,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -21 -0.0  10.140200  4  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,12,2026092529,K1ABC FN42 33,-20.0,False,linear,,4.0,,,1,K1ABC FN42 33,-21,10.140200,4,0,0.06222460099888849,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -21 -0.0  10.140200  4  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,11,2026092528,K1ABC FN42 33,-20.0,False,linear,,4.0,,,1,K1ABC FN42 33,-21,10.140200,4,0,0.06071565999991435,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -21 -0.0  10.140200  4  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,10,2026092527,K1ABC FN42 33,-20.0,False,linear,,4.0,,,1,K1ABC FN42 33,-21,10.140200,4,0,0.06366738799988525,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -21 -0.0  10.140200  4  K1ABC FN42 33 
<DecodeFinished>",
