experiment,trial_id,seed,message,snr_db,no_noise,impairment_type,cfo_hz,linear_drift_parameter,quadratic_parameter,A_res_hz,decoded_success,decoded_message,reported_snr,reported_frequency,reported_drift,decoder_exit_status,runtime_seconds,wsprd_version,decoder_stdout,decoder_stderr
frequency_linear,199,2026092719,K1ABC FN42 33,-31.0,False,linear,,0.0,,,1,K1ABC FN42 33,-31,10.140200,0,0,0.23944837099952565,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -31 -0.1  10.140200  0  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,198,2026092718,K1ABC FN42 33,-31.0,False,linear,,0.0,,,1,K1ABC FN42 33,-31,10.140200,0,0,0.2527707459994417,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -31 -0.1  10.140200  0  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,197,2026092717,K1ABC FN42 33,-31.0,False,linear,,0.0,,,1,K1ABC FN42 33,-31,10.140200,0,0,0.3488951460003591,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -31  0.1  10.140200  0  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,196,2026092716,K1ABC FN42 33,-31.0,False,linear,,0.0,,,1,K1ABC FN42 33,-32,10.140200,0,0,0.24561779199939338,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -32 -0.1  10.140200  0  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,195,2026092715,K1ABC FN42 33,-31.0,False,linear,,0.0,,,1,K1ABC FN42 33,-31,10.140200,0,0,0.37802971999917645,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -31  0.1  10.140200  0  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,194,2026092714,K1ABC FN42 33,-31.0,False,linear,,0.0,,,0,9T2QXO QA20 33,,,,0,0.13457542000105605,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -30  0.1  10.140200  0  9T2QXO QA20 33 
<DecodeFinished>",
frequency_linear,193,2026092713,K1ABC FN42 33,-31.0,False,linear,,0.0,,,1,K1ABC FN42 33,-31,10.140200,0,0,0.14857323700016423,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -31 -0.1  10.140200  0  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,192,2026092712,K1ABC FN42 33,-31.0,False,linear,,0.0,,,1,K1ABC FN42 33,-31,10.140200,0,0,0.28639675799968245,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -31  0.1  10.140200  0  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,191,2026092711,K1ABC FN42 33,-31.0,False,linear,,0.0,,,1,K1ABC FN42 33,-30,10.140200,0,0,0.36870856899986393,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,"0000 -30 -0.1  10.140200  0  K1ABC FN42 33 
<DecodeFinished>",
frequency_linear,190,2026092710,K1ABC FN42 33,-31.0,False,linear,,0.0,,,0,,,,,0,0.5075360009996075,official WSJT-X 3.0.2; binary SHA256 9e3c2fc14f63c4b4c4e9fcc33b386cd22daf8fe76ce724c5e37f07875e9a3dd9,<DecodeFinished>,
