impairment_type,snr_db,no_noise,value_hz,n,successes,p_decode,ci_low,ci_high,mean_runtime_seconds
linear,-31.0,False,2.0,200,8,0.04,0.020405632066152306,0.07693206820093293,0.12962491758493344
