replicate,mean_brier_amp_minus_phase
968,0.004936839352712363
969,0.00569223231909438
970,0.007820388426386899
971,0.00625206489291325
972,0.00592701100138281
973,0.007346957019779425
974,0.004661532197792132
975,0.005004831181563037
976,0.006286245227466456
977,0.004988343925402791
978,0.006281160631561823
979,0.0055876937036070376
980,0.005052119147441246
981,0.005368058918175355
982,0.006907324348012455
983,0.006475444902744778
984,0.005014471751163314
985,0.00619495269400119
986,0.0042893679284975225
987,0.0048135573700707705
988,0.005083268001106934
989,0.006305556862192115
990,0.006823818604875904
991,0.0018414973877646764
992,0.006478485694790199
993,0.006744706951374125
994,0.00679913774160892
995,0.005836519040421295
996,0.005438248833390072
997,0.007977376611867346
998,0.0037855930314209694
999,0.005029814384993248
1000,0.005410287177524831
1001,0.007220507344164211
1002,0.005908084224479778
1003,0.005359543235299566
1004,0.0053881247012880695
1005,0.006321934770200168
1006,0.005605789650960632
1007,0.005599877179702599
1008,0.00530368006252
1009,0.0046683918688370865
1010,0.005946030428449312
1011,0.0058706375180538695
1012,0.005647697752272387
1013,0.006533146724164363
1014,0.006004965359547391
1015,0.006364976534850794
1016,0.005198502121752515
1017,0.005948902564039308
1018,0.007311824553181617
1019,0.009390408820387382
1020,0.008283060985936676
1021,0.006850324940033042
1022,0.006096545900584023
1023,0.004395492939246538
1024,0.005176398933345515
1025,0.00698025643368903
1026,0.007406629987742338
1027,0.006751564598897622
1028,0.006271045612631492
1029,0.004874014319576746
1030,0.007085209607884822
1031,0.0059153471336226985
1032,0.00548096038620616
1033,0.0036330177781507753
1034,0.00848194604009232
1035,0.007191619993408817
1036,0.005135371912853808
1037,0.00646058775391379
1038,0.0055419362260891
1039,0.006567274827789236
1040,0.007441260533916354
1041,0.0027757559407961185
1042,0.004837950958719679
1043,0.005911059852389197
1044,0.00631099455019086
1045,0.005418364949764459
1046,0.006204708510729089
1047,0.0058955170159941585
1048,0.006499517125209164
1049,0.004987729672386251
1050,0.00682531332594233
1051,0.006704728107542111
1052,0.005630808446351334
1053,0.007093259922664567
1054,0.006256065532495773
1055,0.006968065687163508
1056,0.005053915928487749
1057,0.00590617552014314
1058,0.0054093775093611305
1059,0.006112669104518858
1060,0.005293731888771899
1061,0.005367894350634066
1062,0.008662660324751255
1063,0.004382711818871865
1064,0.006687251268989697
1065,0.00588247639059337
1066,0.006432688245874859
1067,0.0042183426878203145
1068,0.005282333059234374
1069,0.008011019162160954
1070,0.003935841624145812
1071,0.006070625518214859
1072,0.003789010740926199
1073,0.005403229363207022
1074,0.008770021380342953
1075,0.007890022010525912
1076,0.006427570198233968
1077,0.005866593561582532
1078,0.006143911579821044
1079,0.007341213300370467
1080,0.0044450890244524975
1081,0.005332221567611113
1082,0.006835949585206927
1083,0.008971015236112649
1084,0.006974405597066041
1085,0.005691084103263858
1086,0.00474347787183495
1087,0.006420841574011934
1088,0.005282684819547698
1089,0.007260098482497109
1090,0.007777407792537931
1091,0.0065984367434187615
1092,0.007304942410249398
1093,0.003975138937746206
1094,0.0077885844353640645
1095,0.00600850834872466
1096,0.006991235707720774
1097,0.008659053673971118
1098,0.005833650029740873
1099,0.005089748079046655
1100,0.007900569689077194
1101,0.006683828107632117
1102,0.005753006662153337
1103,0.0053189065888938816
1104,0.006477496590812853
1105,0.00588946305793855
1106,0.004750854550566547
1107,0.00471806475920701
1108,0.006464749819335426
1109,0.006036389812039441
1110,0.00676844113948043
1111,0.006963745676175611
1112,0.008007455702544726
1113,0.006044995943350406
1114,0.006343159358189346
1115,0.0045532214487536485
1116,0.007261405948651643
1117,0.006711722008595658
1118,0.006710421541233664
1119,0.005357434933024597
1120,0.004126543389516099
1121,0.006579293399609976
1122,0.006637598358665451
1123,0.006497100148778607
1124,0.0029488613466184363
1125,0.00737121385353736
1126,0.004832421085083939
1127,0.005795587907767442
1128,0.007010182785199491
1129,0.006947399250481423
1130,0.007754397048615522
1131,0.006028816472796985
1132,0.004897056845292161
1133,0.0034835665637057336
1134,0.008410521459719584
1135,0.006202120519525583
1136,0.005783671482169678
1137,0.005495035243246512
1138,0.005757893587460238
1139,0.007554038852767898
1140,0.006987717512865248
1141,0.006469994034932164
1142,0.003990546465495984
1143,0.004757866710283468
1144,0.006818882290560275
1145,0.0065971203063902775
1146,0.008426118885672495
1147,0.006759218284793929
1148,0.007360359256001926
1149,0.006096615938970788
1150,0.006641112521526967
1151,0.005622477248582629
1152,0.00478025597831489
1153,0.007896604062992736
1154,0.005600949825878771
1155,0.007561510583156828
1156,0.006386786990994613
1157,0.0072369358127309415
1158,0.006488756337876361
1159,0.00674547509569545
1160,0.006158899832609276
1161,0.005231394802238088
1162,0.005832967759741987
1163,0.0057928377074892455
1164,0.007043610692829553
1165,0.0048372024660818785
1166,0.006106539796832524
1167,0.005323897789307028
1168,0.005849271333700643
1169,0.007504222139761647
1170,0.005870683289672811
1171,0.0074704810971832625
1172,0.005029879441709632
1173,0.007725926100631643
1174,0.005893468092033177
1175,0.007248479488386366
1176,0.00510827966710566
1177,0.0052839220772231054
1178,0.006222376084841258
1179,0.004016310591187738
1180,0.006721917565055466
1181,0.005758124522549011
1182,0.005072018939282167
1183,0.005287820772978673
1184,0.007243282140825796
1185,0.006197306102739325
1186,0.007181139685409576
1187,0.005262012118592322
1188,0.008589109165079305
